,Station Number,Station Name,latitude,longitude,Elevation,#id,lat,lon,date,altitude,pressure,t,td,dd,ff,Unnamed: 10
54,96035,Kualanamu Medan (Indonesia),3.64,98.87,25,96035,3.64,98.87,20191119000000,,301.0,-30.7,-31.9,,,
55,96035,Kualanamu Medan (Indonesia),3.64,98.87,25,96035,3.64,98.87,20191119000000,9670.0,300.0,-30.7,-31.9,85.0,8.2,
56,96035,Kualanamu Medan (Indonesia),3.64,98.87,25,96035,3.64,98.87,20191119000000,,298.0,-31.1,-32.3,,,
57,96035,Kualanamu Medan (Indonesia),3.64,98.87,25,96035,3.64,98.87,20191119000000,,295.0,-31.3,-35.5,,,
58,96035,Kualanamu Medan (Indonesia),3.64,98.87,25,96035,3.64,98.87,20191119000000,,288.0,-32.9,-38.9,,,
59,96035,Kualanamu Medan (Indonesia),3.64,98.87,25,96035,3.64,98.87,20191119000000,,283.0,-33.5,-44.5,,,
60,96035,Kualanamu Medan (Indonesia),3.64,98.87,25,96035,3.64,98.87,20191119000000,,280.0,-34.3,-48.3,,,
61,96035,Kualanamu Medan (Indonesia),3.64,98.87,25,96035,3.64,98.87,20191119000000,,273.0,-35.9,-46.9,,,
62,96035,Kualanamu Medan (Indonesia),3.64,98.87,25,96035,3.64,98.87,20191119000000,,270.0,-36.5,-45.5,,,
63,96035,Kualanamu Medan (Indonesia),3.64,98.87,25,96035,3.64,98.87,20191119000000,,267.0,-37.3,-41.0,,,
64,96035,Kualanamu Medan (Indonesia),3.64,98.87,25,96035,3.64,98.87,20191119000000,,256.0,-39.9,-41.6,,,
65,96035,Kualanamu Medan (Indonesia),3.64,98.87,25,96035,3.64,98.87,20191119000000,,255.0,,,105.0,6.7,
66,96035,Kualanamu Medan (Indonesia),3.64,98.87,25,96035,3.64,98.87,20191119000000,10930.0,250.0,-41.3,,100.0,7.2,
67,96035,Kualanamu Medan (Indonesia),3.64,98.87,25,96035,3.64,98.87,20191119000000,,223.0,,,115.0,4.6,
68,96035,Kualanamu Medan (Indonesia),3.64,98.87,25,96035,3.64,98.87,20191119000000,,203.0,,,140.0,2.6,
69,96035,Kualanamu Medan (Indonesia),3.64,98.87,25,96035,3.64,98.87,20191119000000,12400.0,200.0,-54.3,,155.0,2.6,
70,96035,Kualanamu Medan (Indonesia),3.64,98.87,25,96035,3.64,98.87,20191119000000,,185.0,,,200.0,5.7,
71,96035,Kualanamu Medan (Indonesia),3.64,98.87,25,96035,3.64,98.87,20191119000000,,160.0,,,215.0,5.7,
72,96035,Kualanamu Medan (Indonesia),3.64,98.87,25,96035,3.64,98.87,20191119000000,,158.0,-67.5,,,,
73,96035,Kualanamu Medan (Indonesia),3.64,98.87,25,96035,3.64,98.87,20191119000000,,152.0,,,180.0,4.6,
74,96035,Kualanamu Medan (Indonesia),3.64,98.87,25,96035,3.64,98.87,20191119000000,14180.0,150.0,-70.1,,175.0,4.1,
75,96035,Kualanamu Medan (Indonesia),3.64,98.87,25,96035,3.64,98.87,20191119000000,,144.0,,,200.0,3.1,
76,96035,Kualanamu Medan (Indonesia),3.64,98.87,25,96035,3.64,98.87,20191119000000,,138.0,-72.9,,,,
77,96035,Kualanamu Medan (Indonesia),3.64,98.87,25,96035,3.64,98.87,20191119000000,,137.0,,,175.0,7.7,
78,96035,Kualanamu Medan (Indonesia),3.64,98.87,25,96035,3.64,98.87,20191119000000,,132.0,-72.1,,,,
79,96035,Kualanamu Medan (Indonesia),3.64,98.87,25,96035,3.64,98.87,20191119000000,,130.0,,,210.0,7.7,
80,96035,Kualanamu Medan (Indonesia),3.64,98.87,25,96035,3.64,98.87,20191119000000,,118.0,,,215.0,10.8,
81,96035,Kualanamu Medan (Indonesia),3.64,98.87,25,96035,3.64,98.87,20191119000000,,112.0,,,180.0,8.2,
82,96035,Kualanamu Medan (Indonesia),3.64,98.87,25,96035,3.64,98.87,20191119000000,,106.0,,,120.0,8.2,
83,96035,Kualanamu Medan (Indonesia),3.64,98.87,25,96035,3.64,98.87,20191119000000,,101.0,,,100.0,10.3,
84,96035,Kualanamu Medan (Indonesia),3.64,98.87,25,96035,3.64,98.87,20191119000000,16530.0,100.0,-82.1,,100.0,10.3,
85,96035,Kualanamu Medan (Indonesia),3.64,98.87,25,96035,3.64,98.87,20191119000000,,94.4,-84.7,,105.0,11.3,
86,96035,Kualanamu Medan (Indonesia),3.64,98.87,25,96035,3.64,98.87,20191119000000,,89.8,-80.9,,,,
87,96035,Kualanamu Medan (Indonesia),3.64,98.87,25,96035,3.64,98.87,20191119000000,,81.2,,,85.0,10.8,
88,96035,Kualanamu Medan (Indonesia),3.64,98.87,25,96035,3.64,98.87,20191119000000,,80.1,-81.3,,,,
89,96035,Kualanamu Medan (Indonesia),3.64,98.87,25,96035,3.64,98.87,20191119000000,,77.0,,,75.0,4.1,
90,96035,Kualanamu Medan (Indonesia),3.64,98.87,25,96035,3.64,98.87,20191119000000,,73.0,,,195.0,4.6,
91,96035,Kualanamu Medan (Indonesia),3.64,98.87,25,96035,3.64,98.87,20191119000000,,72.6,-76.7,,,,
92,96035,Kualanamu Medan (Indonesia),3.64,98.87,25,96035,3.64,98.87,20191119000000,18540.0,70.0,-76.9,,245.0,8.2,
93,96035,Kualanamu Medan (Indonesia),3.64,98.87,25,96035,3.64,98.87,20191119000000,,69.3,,,255.0,8.7,
94,96035,Kualanamu Medan (Indonesia),3.64,98.87,25,96035,3.64,98.87,20191119000000,,67.9,-77.7,,,,
95,96035,Kualanamu Medan (Indonesia),3.64,98.87,25,96035,3.64,98.87,20191119000000,,66.4,-75.1,,,,
96,96035,Kualanamu Medan (Indonesia),3.64,98.87,25,96035,3.64,98.87,20191119000000,,65.8,,,290.0,9.3,
97,96035,Kualanamu Medan (Indonesia),3.64,98.87,25,96035,3.64,98.87,20191119000000,,63.1,-76.5,,,,
98,96035,Kualanamu Medan (Indonesia),3.64,98.87,25,96035,3.64,98.87,20191119000000,,62.5,,,280.0,3.1,
99,96035,Kualanamu Medan (Indonesia),3.64,98.87,25,96035,3.64,98.87,20191119000000,,59.3,,,200.0,2.6,
100,96035,Kualanamu Medan (Indonesia),3.64,98.87,25,96035,3.64,98.87,20191119000000,,57.3,-73.3,,,,
101,96035,Kualanamu Medan (Indonesia),3.64,98.87,25,96035,3.64,98.87,20191119000000,,56.4,,,245.0,5.7,
102,96035,Kualanamu Medan (Indonesia),3.64,98.87,25,96035,3.64,98.87,20191119000000,,55.9,-73.1,,,,
103,96035,Kualanamu Medan (Indonesia),3.64,98.87,25,96035,3.64,98.87,20191119000000,,54.4,-70.1,,,,
104,96035,Kualanamu Medan (Indonesia),3.64,98.87,25,96035,3.64,98.87,20191119000000,,53.6,-67.9,,245.0,4.6,
105,96035,Kualanamu Medan (Indonesia),3.64,98.87,25,96035,3.64,98.87,20191119000000,,51.0,,,290.0,1.5,
106,96035,Kualanamu Medan (Indonesia),3.64,98.87,25,96035,3.64,98.87,20191119000000,20510.0,50.0,-68.3,,290.0,2.6,
107,96147,Ranai / Ranai (Indonesia),3.91,108.39,2,96147,3.91,108.39,20191119000000,,1011.0,25.0,24.1,0.0,,
108,96147,Ranai / Ranai (Indonesia),3.91,108.39,2,96147,3.91,108.39,20191119000000,,1010.0,25.8,24.9,,,
109,96147,Ranai / Ranai (Indonesia),3.91,108.39,2,96147,3.91,108.39,20191119000000,94.0,1000.0,25.4,24.4,15.0,3.6,
110,96147,Ranai / Ranai (Indonesia),3.91,108.39,2,96147,3.91,108.39,20191119000000,,967.0,,,15.0,7.7,
111,96147,Ranai / Ranai (Indonesia),3.91,108.39,2,96147,3.91,108.39,20191119000000,778.0,925.0,22.0,20.6,30.0,5.7,
112,96147,Ranai / Ranai (Indonesia),3.91,108.39,2,96147,3.91,108.39,20191119000000,,887.0,,,360.0,4.1,
113,96147,Ranai / Ranai (Indonesia),3.91,108.39,2,96147,3.91,108.39,20191119000000,,880.0,,,355.0,3.6,
114,96147,Ranai / Ranai (Indonesia),3.91,108.39,2,96147,3.91,108.39,20191119000000,,875.0,,,360.0,3.1,
115,96147,Ranai / Ranai (Indonesia),3.91,108.39,2,96147,3.91,108.39,20191119000000,1510.0,850.0,17.8,16.5,360.0,3.1,
116,96147,Ranai / Ranai (Indonesia),3.91,108.39,2,96147,3.91,108.39,20191119000000,,798.0,,,360.0,2.6,
117,96147,Ranai / Ranai (Indonesia),3.91,108.39,2,96147,3.91,108.39,20191119000000,,795.0,,,360.0,2.6,
118,96147,Ranai / Ranai (Indonesia),3.91,108.39,2,96147,3.91,108.39,20191119000000,,781.0,,,360.0,3.1,
119,96147,Ranai / Ranai (Indonesia),3.91,108.39,2,96147,3.91,108.39,20191119000000,,774.0,,,360.0,3.1,
120,96147,Ranai / Ranai (Indonesia),3.91,108.39,2,96147,3.91,108.39,20191119000000,3150.0,700.0,8.6,6.9,350.0,1.5,
121,96147,Ranai / Ranai (Indonesia),3.91,108.39,2,96147,3.91,108.39,20191119000000,,617.0,,,110.0,0.5,
122,96147,Ranai / Ranai (Indonesia),3.91,108.39,2,96147,3.91,108.39,20191119000000,,565.0,-0.1,-0.4,,,
123,96147,Ranai / Ranai (Indonesia),3.91,108.39,2,96147,3.91,108.39,20191119000000,5870.0,500.0,-5.5,-5.6,100.0,4.6,
124,96147,Ranai / Ranai (Indonesia),3.91,108.39,2,96147,3.91,108.39,20191119000000,7590.0,400.0,-14.7,-15.8,100.0,5.7,
125,96147,Ranai / Ranai (Indonesia),3.91,108.39,2,96147,3.91,108.39,20191119000000,,395.0,-15.1,-16.5,,,
126,96147,Ranai / Ranai (Indonesia),3.91,108.39,2,96147,3.91,108.39,20191119000000,9710.0,300.0,-29.9,-31.4,95.0,5.7,
127,96147,Ranai / Ranai (Indonesia),3.91,108.39,2,96147,3.91,108.39,20191119000000,,266.0,,,105.0,11.3,
128,96147,Ranai / Ranai (Indonesia),3.91,108.39,2,96147,3.91,108.39,20191119000000,,251.0,-40.1,-42.0,,,
129,96147,Ranai / Ranai (Indonesia),3.91,108.39,2,96147,3.91,108.39,20191119000000,10980.0,250.0,-40.5,-42.5,100.0,10.3,
130,96147,Ranai / Ranai (Indonesia),3.91,108.39,2,96147,3.91,108.39,20191119000000,12450.0,200.0,-54.1,-59.1,75.0,9.8,
131,96147,Ranai / Ranai (Indonesia),3.91,108.39,2,96147,3.91,108.39,20191119000000,,198.0,,,75.0,9.8,
132,96147,Ranai / Ranai (Indonesia),3.91,108.39,2,96147,3.91,108.39,20191119000000,,168.0,-63.5,-71.5,,,
133,96147,Ranai / Ranai (Indonesia),3.91,108.39,2,96147,3.91,108.39,20191119000000,,164.0,,,135.0,10.3,
134,96147,Ranai / Ranai (Indonesia),3.91,108.39,2,96147,3.91,108.39,20191119000000,,153.0,-67.1,-77.1,,,
135,96147,Ranai / Ranai (Indonesia),3.91,108.39,2,96147,3.91,108.39,20191119000000,14230.0,150.0,-68.1,-78.1,120.0,4.1,
136,96147,Ranai / Ranai (Indonesia),3.91,108.39,2,96147,3.91,108.39,20191119000000,,115.0,,,215.0,8.2,
137,96147,Ranai / Ranai (Indonesia),3.91,108.39,2,96147,3.91,108.39,20191119000000,,108.0,,,160.0,4.1,
138,96147,Ranai / Ranai (Indonesia),3.91,108.39,2,96147,3.91,108.39,20191119000000,16590.0,100.0,-81.7,-92.7,95.0,12.9,
139,96147,Ranai / Ranai (Indonesia),3.91,108.39,2,96147,3.91,108.39,20191119000000,,96.5,,,85.0,17.5,
140,96147,Ranai / Ranai (Indonesia),3.91,108.39,2,96147,3.91,108.39,20191119000000,,95.6,-83.3,-94.3,90.0,17.0,
141,96147,Ranai / Ranai (Indonesia),3.91,108.39,2,96147,3.91,108.39,20191119000000,,92.9,-83.3,-94.3,,,
142,96147,Ranai / Ranai (Indonesia),3.91,108.39,2,96147,3.91,108.39,20191119000000,,90.8,,,115.0,11.8,
143,96147,Ranai / Ranai (Indonesia),3.91,108.39,2,96147,3.91,108.39,20191119000000,,85.8,-78.7,-89.7,,,
144,96147,Ranai / Ranai (Indonesia),3.91,108.39,2,96147,3.91,108.39,20191119000000,,83.9,,,90.0,2.6,
145,96147,Ranai / Ranai (Indonesia),3.91,108.39,2,96147,3.91,108.39,20191119000000,,79.1,,,35.0,5.1,
146,96147,Ranai / Ranai (Indonesia),3.91,108.39,2,96147,3.91,108.39,20191119000000,,76.5,-80.9,-91.9,,,
147,96147,Ranai / Ranai (Indonesia),3.91,108.39,2,96147,3.91,108.39,20191119000000,,75.3,,,0.0,,
148,96147,Ranai / Ranai (Indonesia),3.91,108.39,2,96147,3.91,108.39,20191119000000,,73.7,-79.3,-91.3,,,
149,96147,Ranai / Ranai (Indonesia),3.91,108.39,2,96147,3.91,108.39,20191119000000,,72.8,-77.7,-89.7,,,
150,96147,Ranai / Ranai (Indonesia),3.91,108.39,2,96147,3.91,108.39,20191119000000,,72.5,-75.7,-87.7,,,
151,96147,Ranai / Ranai (Indonesia),3.91,108.39,2,96147,3.91,108.39,20191119000000,,70.6,,,265.0,8.2,
152,96147,Ranai / Ranai (Indonesia),3.91,108.39,2,96147,3.91,108.39,20191119000000,18600.0,70.0,-76.1,-88.1,275.0,8.2,
153,96147,Ranai / Ranai (Indonesia),3.91,108.39,2,96147,3.91,108.39,20191119000000,,63.0,,,290.0,4.6,
154,96147,Ranai / Ranai (Indonesia),3.91,108.39,2,96147,3.91,108.39,20191119000000,,61.6,,,0.0,,
155,96147,Ranai / Ranai (Indonesia),3.91,108.39,2,96147,3.91,108.39,20191119000000,,61.3,-74.5,-88.5,,,
156,96147,Ranai / Ranai (Indonesia),3.91,108.39,2,96147,3.91,108.39,20191119000000,,59.1,-69.3,-84.3,,,
157,96147,Ranai / Ranai (Indonesia),3.91,108.39,2,96147,3.91,108.39,20191119000000,,57.9,,,140.0,8.7,
158,96147,Ranai / Ranai (Indonesia),3.91,108.39,2,96147,3.91,108.39,20191119000000,,52.2,-63.7,-83.7,,,
159,96147,Ranai / Ranai (Indonesia),3.91,108.39,2,96147,3.91,108.39,20191119000000,,51.6,,,275.0,7.2,
160,96147,Ranai / Ranai (Indonesia),3.91,108.39,2,96147,3.91,108.39,20191119000000,20600.0,50.0,-64.9,-86.9,275.0,3.6,
161,96163,Mia Padang (Indonesia),-0.78,100.28,3,96163,-0.78,100.28,20191119000000,,1009.0,23.8,22.9,50.0,0.5,
162,96163,Mia Padang (Indonesia),-0.78,100.28,3,96163,-0.78,100.28,20191119000000,,1004.0,25.0,22.2,,,
163,96163,Mia Padang (Indonesia),-0.78,100.28,3,96163,-0.78,100.28,20191119000000,82.0,1000.0,25.4,22.1,340.0,2.6,
164,96163,Mia Padang (Indonesia),-0.78,100.28,3,96163,-0.78,100.28,20191119000000,,992.0,25.6,21.6,,,
165,96163,Mia Padang (Indonesia),-0.78,100.28,3,96163,-0.78,100.28,20191119000000,,975.0,,,340.0,2.1,
166,96163,Mia Padang (Indonesia),-0.78,100.28,3,96163,-0.78,100.28,20191119000000,,963.0,23.4,20.1,,,
167,96163,Mia Padang (Indonesia),-0.78,100.28,3,96163,-0.78,100.28,20191119000000,,945.0,23.6,19.3,,,
168,96163,Mia Padang (Indonesia),-0.78,100.28,3,96163,-0.78,100.28,20191119000000,,943.0,,,350.0,3.1,
169,96163,Mia Padang (Indonesia),-0.78,100.28,3,96163,-0.78,100.28,20191119000000,761.0,925.0,21.8,17.8,25.0,3.1,
170,96163,Mia Padang (Indonesia),-0.78,100.28,3,96163,-0.78,100.28,20191119000000,,910.0,,,50.0,3.6,
171,96163,Mia Padang (Indonesia),-0.78,100.28,3,96163,-0.78,100.28,20191119000000,,880.0,,,70.0,3.1,
172,96163,Mia Padang (Indonesia),-0.78,100.28,3,96163,-0.78,100.28,20191119000000,1494.0,850.0,17.6,14.6,70.0,4.1,
173,96163,Mia Padang (Indonesia),-0.78,100.28,3,96163,-0.78,100.28,20191119000000,,843.0,17.2,14.6,,,
174,96163,Mia Padang (Indonesia),-0.78,100.28,3,96163,-0.78,100.28,20191119000000,,776.0,14.6,11.3,,,
175,96163,Mia Padang (Indonesia),-0.78,100.28,3,96163,-0.78,100.28,20191119000000,,764.0,,,80.0,6.2,
176,96163,Mia Padang (Indonesia),-0.78,100.28,3,96163,-0.78,100.28,20191119000000,,737.0,,,50.0,5.1,
177,96163,Mia Padang (Indonesia),-0.78,100.28,3,96163,-0.78,100.28,20191119000000,3134.0,700.0,9.6,6.6,45.0,4.6,
178,96163,Mia Padang (Indonesia),-0.78,100.28,3,96163,-0.78,100.28,20191119000000,,686.0,,,40.0,4.1,
179,96163,Mia Padang (Indonesia),-0.78,100.28,3,96163,-0.78,100.28,20191119000000,,661.0,,,30.0,4.6,
180,96163,Mia Padang (Indonesia),-0.78,100.28,3,96163,-0.78,100.28,20191119000000,,592.0,,,80.0,7.7,
181,96163,Mia Padang (Indonesia),-0.78,100.28,3,96163,-0.78,100.28,20191119000000,,571.0,,,85.0,5.7,
182,96163,Mia Padang (Indonesia),-0.78,100.28,3,96163,-0.78,100.28,20191119000000,,569.0,0.0,-3.2,,,
183,96163,Mia Padang (Indonesia),-0.78,100.28,3,96163,-0.78,100.28,20191119000000,,529.0,,,130.0,3.1,
184,96163,Mia Padang (Indonesia),-0.78,100.28,3,96163,-0.78,100.28,20191119000000,,510.0,,,135.0,3.1,
185,96163,Mia Padang (Indonesia),-0.78,100.28,3,96163,-0.78,100.28,20191119000000,5850.0,500.0,-5.5,-10.4,135.0,3.6,
186,96163,Mia Padang (Indonesia),-0.78,100.28,3,96163,-0.78,100.28,20191119000000,,490.0,,,105.0,3.6,
187,96163,Mia Padang (Indonesia),-0.78,100.28,3,96163,-0.78,100.28,20191119000000,,472.0,-7.5,-16.5,,,
188,96163,Mia Padang (Indonesia),-0.78,100.28,3,96163,-0.78,100.28,20191119000000,,454.0,,,105.0,3.1,
189,96163,Mia Padang (Indonesia),-0.78,100.28,3,96163,-0.78,100.28,20191119000000,,439.0,-11.3,-21.3,,,
190,96163,Mia Padang (Indonesia),-0.78,100.28,3,96163,-0.78,100.28,20191119000000,,437.0,,,90.0,1.5,
191,96163,Mia Padang (Indonesia),-0.78,100.28,3,96163,-0.78,100.28,20191119000000,,420.0,,,50.0,1.5,
192,96163,Mia Padang (Indonesia),-0.78,100.28,3,96163,-0.78,100.28,20191119000000,,412.0,-14.7,-19.7,,,
193,96163,Mia Padang (Indonesia),-0.78,100.28,3,96163,-0.78,100.28,20191119000000,,404.0,,,55.0,2.1,
194,96163,Mia Padang (Indonesia),-0.78,100.28,3,96163,-0.78,100.28,20191119000000,,403.0,-15.5,-21.5,,,
195,96163,Mia Padang (Indonesia),-0.78,100.28,3,96163,-0.78,100.28,20191119000000,,401.0,-15.7,-23.7,,,
196,96163,Mia Padang (Indonesia),-0.78,100.28,3,96163,-0.78,100.28,20191119000000,7570.0,400.0,-15.7,-25.7,45.0,2.1,
197,96163,Mia Padang (Indonesia),-0.78,100.28,3,96163,-0.78,100.28,20191119000000,,399.0,-15.9,-26.9,,,
198,96163,Mia Padang (Indonesia),-0.78,100.28,3,96163,-0.78,100.28,20191119000000,,396.0,-16.3,-27.3,,,
199,96163,Mia Padang (Indonesia),-0.78,100.28,3,96163,-0.78,100.28,20191119000000,,390.0,-17.1,-26.1,,,
200,96163,Mia Padang (Indonesia),-0.78,100.28,3,96163,-0.78,100.28,20191119000000,,388.0,,,0.0,0.5,
201,96163,Mia Padang (Indonesia),-0.78,100.28,3,96163,-0.78,100.28,20191119000000,,382.0,-17.7,-37.7,,,
202,96163,Mia Padang (Indonesia),-0.78,100.28,3,96163,-0.78,100.28,20191119000000,,374.0,-18.7,-40.7,,,
203,96163,Mia Padang (Indonesia),-0.78,100.28,3,96163,-0.78,100.28,20191119000000,,373.0,,,175.0,3.6,
204,96163,Mia Padang (Indonesia),-0.78,100.28,3,96163,-0.78,100.28,20191119000000,,369.0,-19.3,-32.3,,,
205,96163,Mia Padang (Indonesia),-0.78,100.28,3,96163,-0.78,100.28,20191119000000,,366.0,-19.5,-29.5,,,
206,96163,Mia Padang (Indonesia),-0.78,100.28,3,96163,-0.78,100.28,20191119000000,,362.0,-20.1,-38.1,,,
207,96163,Mia Padang (Indonesia),-0.78,100.28,3,96163,-0.78,100.28,20191119000000,,361.0,-20.1,-45.1,,,
208,96163,Mia Padang (Indonesia),-0.78,100.28,3,96163,-0.78,100.28,20191119000000,,358.0,-20.7,-33.7,155.0,6.7,
209,96163,Mia Padang (Indonesia),-0.78,100.28,3,96163,-0.78,100.28,20191119000000,,336.0,-24.3,-34.3,,,
