# ID,StationNumber,StationName,Latitude,Longitude,Date,Pressure,temp,TD,DD,FF
1,71082,71082,82.5,-62.31,20191118_0000,997,-18.7,-21.2,290,1
3,71082,71082,82.5,-62.31,20191118_0000,925,-13.7,-22.7,20,9.3
5,71082,71082,82.5,-62.31,20191118_0000,850,-13.1,-23.1,55,11.3
10,71082,71082,82.5,-62.31,20191118_0000,700,-20.1,-28.1,100,12.9
17,71082,71082,82.5,-62.31,20191118_0000,500,-36.7,-40.6,120,17
25,71082,71082,82.5,-62.31,20191118_0000,400,-45.9,-52.9,115,23.1
30,71082,71082,82.5,-62.31,20191118_0000,306,-57.3,-63.3,120,33.4
31,71082,71082,82.5,-62.31,20191118_0000,300,-57.3,-64.3,120,31.9
34,71082,71082,82.5,-62.31,20191118_0000,250,-56.5,-72.5,125,21.1
37,71082,71082,82.5,-62.31,20191118_0000,200,-55.5,-81.5,135,13.4
41,71082,71082,82.5,-62.31,20191118_0000,150,-59.1,-86.1,120,17.5
44,71082,71082,82.5,-62.31,20191118_0000,100,-64.9,-88.9,110,12.3
45,71082,71082,82.5,-62.31,20191118_0000,97.9,-65.5,-89.5,110,14.4
49,71082,71082,82.5,-62.31,20191118_0000,70,-66.7,-90.7,125,11.3
51,71082,71082,82.5,-62.31,20191118_0000,50,-72.1,-92.1,115,6.2
52,20046,20046,80.62,58.05,20191118_0000,1029,-2.3,-2.9,290,4
54,20046,20046,80.62,58.05,20191118_0000,1000,-3.3,-3.7,295,6
58,20046,20046,80.62,58.05,20191118_0000,925,-5.9,-6.2,295,11
62,20046,20046,80.62,58.05,20191118_0000,850,-10.5,-11,305,9
68,20046,20046,80.62,58.05,20191118_0000,700,-14.1,-17.8,260,5
70,20046,20046,80.62,58.05,20191118_0000,618,-19.1,-22.2,280,4
78,20046,20046,80.62,58.05,20191118_0000,500,-26.3,-33.3,10,7
82,20046,20046,80.62,58.05,20191118_0000,400,-37.1,-43.1,305,8
85,20046,20046,80.62,58.05,20191118_0000,300,-51.1,-54.4,300,10
86,20046,20046,80.62,58.05,20191118_0000,250,-59.3,-62.9,310,13
89,20046,20046,80.62,58.05,20191118_0000,200,-69.3,-73,305,14
91,20046,20046,80.62,58.05,20191118_0000,176,-73.7,-77.3,315,13
92,20046,20046,80.62,58.05,20191118_0000,164,-74.1,-77.8,320,9
94,20046,20046,80.62,58.05,20191118_0000,150,-72.9,-76.4,290,12
98,20046,20046,80.62,58.05,20191118_0000,100,-68.7,-72.4,325,5
99,71917,71917,80,-85.91,20191118_0000,1007,-17.5,-21.6,280,6.2
100,71917,71917,80,-85.91,20191118_0000,1000,-17.3,-22,285,6.2
104,71917,71917,80,-85.91,20191118_0000,925,-16.1,-22.1,355,5.7
110,71917,71917,80,-85.91,20191118_0000,850,-17.5,-21.9,75,4.6
116,71917,71917,80,-85.91,20191118_0000,700,-24.1,-31.1,75,4.1
123,71917,71917,80,-85.91,20191118_0000,500,-40.7,-46.7,85,8.7
129,71917,71917,80,-85.91,20191118_0000,400,-51.3,-56.3,45,10.8
131,71917,71917,80,-85.91,20191118_0000,339,-56.9,-62.9,60,8.2
133,71917,71917,80,-85.91,20191118_0000,300,-55.5,-62.5,85,11.3
138,71917,71917,80,-85.91,20191118_0000,250,-54.1,-67.1,65,11.3
144,71917,71917,80,-85.91,20191118_0000,200,-53.5,-71.5,115,8.7
150,71917,71917,80,-85.91,20191118_0000,150,-57.7,-80.7,50,6.2
156,20292,20292,77.71,104.29,20191118_0000,1016,-7.7,-8.8,295,11
158,20292,20292,77.71,104.29,20191118_0000,1000,-7.5,-9.8,350,13
162,20292,20292,77.71,104.29,20191118_0000,925,-8.7,-11.7,335,19
167,20292,20292,77.71,104.29,20191118_0000,850,-12.5,-15.3,335,18
171,20292,20292,77.71,104.29,20191118_0000,700,-18.9,-22.2,335,24
176,20292,20292,77.71,104.29,20191118_0000,500,-31.9,-42.9,345,26
179,20292,20292,77.71,104.29,20191118_0000,400,-40.3,-52.3,360,34
186,20292,20292,77.71,104.29,20191118_0000,300,-53.1,-64.1,360,39
190,20292,20292,77.71,104.29,20191118_0000,271,-57.9,-67.9,360,35
192,20292,20292,77.71,104.29,20191118_0000,250,-58.3,-68.3,360,32
197,20292,20292,77.71,104.29,20191118_0000,200,-60.7,-69.7,360,19
204,20292,20292,77.71,104.29,20191118_0000,150,-61.5,-70.5,25,12
206,20292,20292,77.71,104.29,20191118_0000,132,-66.3,-75.3,30,11
211,20292,20292,77.71,104.29,20191118_0000,100,-66.5,-75.5,65,6
212,21432,21432,76,137.86,20191118_0000,1004,-9.7,-11.3,270,10
213,21432,21432,76,137.86,20191118_0000,1000,-10.1,-13.4,265,12
216,21432,21432,76,137.86,20191118_0000,925,-12.3,-13.8,270,15
219,21432,21432,76,137.86,20191118_0000,850,-14.7,-15.7,280,15
224,21432,21432,76,137.86,20191118_0000,700,-22.3,-23.7,285,15
231,21432,21432,76,137.86,20191118_0000,500,-35.9,-38.5,280,15
238,21432,21432,76,137.86,20191118_0000,400,-46.7,-49.1,295,10
241,21432,21432,76,137.86,20191118_0000,300,-54.5,-57.7,330,9
243,21432,21432,76,137.86,20191118_0000,288,-55.7,-59,325,9
247,21432,21432,76,137.86,20191118_0000,250,-56.3,-59.7,325,8
251,21432,21432,76,137.86,20191118_0000,200,-53.5,-57.9,310,4
256,21432,21432,76,137.86,20191118_0000,150,-53.3,-59.3,210,4
260,21432,21432,76,137.86,20191118_0000,100,-58.7,-65.7,205,10
263,71924,71924,74.71,-94.96,20191118_0000,1000,-17.7,-20.1,90,4.1
265,71924,71924,74.71,-94.96,20191118_0000,925,-22.3,-25.7,95,4.6
268,71924,71924,74.71,-94.96,20191118_0000,850,-26.3,-30.3,95,2.6
272,71924,71924,74.71,-94.96,20191118_0000,700,-29.5,-32.3,90,1.5
275,71924,71924,74.71,-94.96,20191118_0000,500,-38.1,-43.1,335,9.8
277,71924,71924,74.71,-94.96,20191118_0000,400,-45.3,-53.3,335,17
279,71924,71924,74.71,-94.96,20191118_0000,300,-54.9,-61.9,335,14.9
280,71924,71924,74.71,-94.96,20191118_0000,287,-56.1,-63.1,340,16.5
285,71924,71924,74.71,-94.96,20191118_0000,250,-54.5,-62.5,330,12.9
289,71924,71924,74.71,-94.96,20191118_0000,200,-55.3,-69.3,350,6.7
292,71924,71924,74.71,-94.96,20191118_0000,150,-55.7,-74.7,360,10.3
297,20674,20674,73.51,80.4,20191118_0000,1036,-17.3,-19,270,4
299,20674,20674,73.51,80.4,20191118_0000,1000,-18.1,-24.1,305,9
305,20674,20674,73.51,80.4,20191118_0000,925,-16.3,-23.3,315,9
311,20674,20674,73.51,80.4,20191118_0000,850,-12.3,-24.3,345,10
318,20674,20674,73.51,80.4,20191118_0000,700,-17.9,-26.9,10,8
333,20674,20674,73.51,80.4,20191118_0000,500,-30.9,-44.9,5,11
337,20674,20674,73.51,80.4,20191118_0000,400,-38.9,-42.5,45,16
340,20674,20674,73.51,80.4,20191118_0000,300,-53.3,-56.7,55,25
341,20674,20674,73.51,80.4,20191118_0000,250,-61.5,-64.7,55,31
345,20674,20674,73.51,80.4,20191118_0000,200,-71.1,-74.4,55,37
347,20674,20674,73.51,80.4,20191118_0000,189,-72.9,-76.2,55,36
349,20674,20674,73.51,80.4,20191118_0000,150,-69.5,-73.1,55,18
352,20674,20674,73.51,80.4,20191118_0000,100,-69.7,-73.3,50,13
353,20744,20744,72.36,52.7,20191118_0000,1036,-9.1,-11.6,110,5
356,20744,20744,72.36,52.7,20191118_0000,1000,-11.1,-22.1,130,10
359,20744,20744,72.36,52.7,20191118_0000,925,-14.9,-31.9,120,11
361,20744,20744,72.36,52.7,20191118_0000,850,-16.7,-34.7,115,9
362,20744,20744,72.36,52.7,20191118_0000,772,-13.3,-34.3,110,7
364,20744,20744,72.36,52.7,20191118_0000,700,-15.1,-35.1,130,11
371,20744,20744,72.36,52.7,20191118_0000,500,-30.1,-46.1,110,11
374,20744,20744,72.36,52.7,20191118_0000,400,-41.7,-58.7,135,15
379,20744,20744,72.36,52.7,20191118_0000,300,-53.5,-69.5,115,24
381,20744,20744,72.36,52.7,20191118_0000,250,-60.7,-76.7,115,36
384,20744,20744,72.36,52.7,20191118_0000,216,-65.5,-80.5,115,28
385,20744,20744,72.36,52.7,20191118_0000,200,-65.7,-79.7,110,22
387,20744,20744,72.36,52.7,20191118_0000,150,-66.9,-80.9,90,11
392,20744,20744,72.36,52.7,20191118_0000,100,-68.3,-82.3,15,4
393,21824,21824,71.58,128.91,20191118_0000,1024,-11.5,-14.1,230,6
395,21824,21824,71.58,128.91,20191118_0000,1000,-12.7,-14.3,260,7
398,21824,21824,71.58,128.91,20191118_0000,925,-13.1,-14.6,300,8
401,21824,21824,71.58,128.91,20191118_0000,850,-19.1,-21.3,285,7
408,21824,21824,71.58,128.91,20191118_0000,700,-24.1,-24.7,310,8
415,21824,21824,71.58,128.91,20191118_0000,500,-37.1,-38.2,340,9
419,21824,21824,71.58,128.91,20191118_0000,400,-45.7,-47.4,360,11
424,21824,21824,71.58,128.91,20191118_0000,322,-55.3,-57.2,360,12
426,21824,21824,71.58,128.91,20191118_0000,300,-56.9,-58.9,355,12
429,21824,21824,71.58,128.91,20191118_0000,259,-61.5,-63.7,10,9
430,21824,21824,71.58,128.91,20191118_0000,250,-60.9,-63.1,15,9
433,21824,21824,71.58,128.91,20191118_0000,200,-57.9,-60,355,4
434,21824,21824,71.58,128.91,20191118_0000,186,-56.9,-59.3,5,3
437,21824,21824,71.58,128.91,20191118_0000,150,-57.5,-60,155,5
441,21824,21824,71.58,128.91,20191118_0000,100,-60.9,-64.4,180,9
444,70026,70026,71.28,-156.8,20191118_0000,1009,-22.1,-24.2,195,4.1
448,70026,70026,71.28,-156.8,20191118_0000,1000,-10.3,-12.9,240,5.1
450,70026,70026,71.28,-156.8,20191118_0000,925,-13.7,-20.7,195,5.1
451,70026,70026,71.28,-156.8,20191118_0000,850,-17.1,-18.6,60,6.2
455,70026,70026,71.28,-156.8,20191118_0000,700,-23.5,-27.2,20,8.7
460,70026,70026,71.28,-156.8,20191118_0000,500,-38.9,-45.9,245,2.1
464,70026,70026,71.28,-156.8,20191118_0000,400,-48.7,-56.7,290,4.6
466,70026,70026,71.28,-156.8,20191118_0000,373,-50.5,-60.5,305,5.1
468,70026,70026,71.28,-156.8,20191118_0000,300,-51.3,-70.3,310,5.7
469,70026,70026,71.28,-156.8,20191118_0000,250,-48.3,-77.3,295,6.2
471,70026,70026,71.28,-156.8,20191118_0000,200,-46.5,-80.5,280,7.2
473,70026,70026,71.28,-156.8,20191118_0000,150,-45.9,-81.9,280,11.8
475,70026,70026,71.28,-156.8,20191118_0000,100,-48.1,-84.1,275,10.3
476,70026,70026,71.28,-156.8,20191118_0000,70,-51.9,-85.9,280,15.4
477,70026,70026,71.28,-156.8,20191118_0000,50,-52.9,-86.9,285,21.1
478,21946,21946,70.61,147.88,20191118_0000,1015,-20.1,-22.8,290,3
479,21946,21946,70.61,147.88,20191118_0000,1000,-19.5,-20.6,290,6
483,21946,21946,70.61,147.88,20191118_0000,925,-17.1,-18,320,8
487,21946,21946,70.61,147.88,20191118_0000,850,-17.5,-18.7,290,8
492,21946,21946,70.61,147.88,20191118_0000,700,-22.1,-27.1,290,10
499,21946,21946,70.61,147.88,20191118_0000,500,-37.7,-43.7,255,10
502,21946,21946,70.61,147.88,20191118_0000,400,-46.9,-53.9,240,15
504,21946,21946,70.61,147.88,20191118_0000,307,-55.7,-63.7,235,19
505,21946,21946,70.61,147.88,20191118_0000,302,-56.1,-64.1,235,18
506,21946,21946,70.61,147.88,20191118_0000,300,-56.1,-64.1,235,18
508,21946,21946,70.61,147.88,20191118_0000,250,-55.1,-63.1,230,12
510,21946,21946,70.61,147.88,20191118_0000,200,-52.3,-62.3,230,9
512,21946,21946,70.61,147.88,20191118_0000,157,-51.9,-63.9,195,7
513,21946,21946,70.61,147.88,20191118_0000,150,-52.9,-64.9,200,8
517,21946,21946,70.61,147.88,20191118_0000,100,-53.5,-67.5,200,16
519,23078,23078,69.34,88.26,20191118_0000,1000,-23.5,-26.2,105,3
525,23078,23078,69.34,88.26,20191118_0000,925,-16.3,-21,125,6
528,23078,23078,69.34,88.26,20191118_0000,850,-20.1,-24,115,6
535,23078,23078,69.34,88.26,20191118_0000,700,-19.1,-30.1,85,18
542,23078,23078,69.34,88.26,20191118_0000,500,-34.1,-48.1,75,18
545,23078,23078,69.34,88.26,20191118_0000,400,-46.7,-59.7,55,22
549,23078,23078,69.34,88.26,20191118_0000,300,-59.5,-69.5,70,30
553,23078,23078,69.34,88.26,20191118_0000,250,-65.9,-74.9,70,35
554,23078,23078,69.34,88.26,20191118_0000,243,-66.5,-75.5,70,34
556,23078,23078,69.34,88.26,20191118_0000,200,-64.7,-73.7,75,23
561,23078,23078,69.34,88.26,20191118_0000,150,-64.3,-73.3,70,17
564,23078,23078,69.34,88.26,20191118_0000,124,-66.5,-75.5,60,12
567,23078,23078,69.34,88.26,20191118_0000,100,-67.9,-77.9,75,9
568,71925,71925,69.08,-105.11,20191118_0000,1007,-17.9,-20.2,310,6.7
569,71925,71925,69.08,-105.11,20191118_0000,1000,-17.7,-20.2,310,7.2
573,71925,71925,69.08,-105.11,20191118_0000,925,-16.9,-20.2,335,8.2
574,71925,71925,69.08,-105.11,20191118_0000,850,-20.3,-24.7,350,5.1
582,71925,71925,69.08,-105.11,20191118_0000,700,-23.7,-33.7,320,10.8
589,71925,71925,69.08,-105.11,20191118_0000,500,-34.1,-44.1,320,1.5
592,71925,71925,69.08,-105.11,20191118_0000,400,-44.5,-51.5,160,4.1
596,71925,71925,69.08,-105.11,20191118_0000,300,-56.3,-63.3,215,7.2
597,71925,71925,69.08,-105.11,20191118_0000,277,-57.7,-65.7,235,7.7
600,71925,71925,69.08,-105.11,20191118_0000,250,-55.3,-64.3,295,12.3
606,71925,71925,69.08,-105.11,20191118_0000,200,-53.7,-67.7,300,18
615,71925,71925,69.08,-105.11,20191118_0000,150,-54.3,-74.3,310,23.1
625,71925,71925,69.08,-105.11,20191118_0000,100,-57.5,-83.5,320,23.7
628,71925,71925,69.08,-105.11,20191118_0000,70,-61.3,-90.3,320,29.8
632,71925,71925,69.08,-105.11,20191118_0000,50,-64.5,-92.5,320,37
634,71081,71081,68.76,-81.25,20191118_0000,997,-9.7,-11.4,345,6.7
638,71081,71081,68.76,-81.25,20191118_0000,925,-9.7,-12.3,155,5.1
639,71081,71081,68.76,-81.25,20191118_0000,850,-14.7,-17.3,190,6.2
640,71081,71081,68.76,-81.25,20191118_0000,700,-26.1,-29.3,170,5.7
641,71081,71081,68.76,-81.25,20191118_0000,500,-43.9,-47.6,145,1.5
644,71081,71081,68.76,-81.25,20191118_0000,400,-48.7,-52.4,30,5.1
645,71081,71081,68.76,-81.25,20191118_0000,327,-53.7,-57.4,55,4.6
647,71081,71081,68.76,-81.25,20191118_0000,300,-53.9,-57.7,10,7.7
654,71081,71081,68.76,-81.25,20191118_0000,250,-53.1,-56.8,335,6.7
658,71081,71081,68.76,-81.25,20191118_0000,200,-54.1,-68.1,335,8.2
662,71081,71081,68.76,-81.25,20191118_0000,150,-55.7,-75.7,330,9.8
666,71081,71081,68.76,-81.25,20191118_0000,100,-60.9,-85.9,310,11.8
667,71081,71081,68.76,-81.25,20191118_0000,70,-65.1,-93.1,310,15.4
669,71081,71081,68.76,-81.25,20191118_0000,50,-69.5,-96.5,330,18.5
675,25123,25123,68.75,161.28,20191118_0000,1017,-21.5,-23.6,160,1
677,25123,25123,68.75,161.28,20191118_0000,1000,-22.7,-24.1,135,2
680,25123,25123,68.75,161.28,20191118_0000,944,-13.5,-14.2,350,7
681,25123,25123,68.75,161.28,20191118_0000,925,-14.7,-15.4,355,6
685,25123,25123,68.75,161.28,20191118_0000,850,-17.1,-18.1,295,4
694,25123,25123,68.75,161.28,20191118_0000,700,-19.5,-28.5,240,4
699,25123,25123,68.75,161.28,20191118_0000,500,-34.5,-43.5,225,10
702,25123,25123,68.75,161.28,20191118_0000,400,-45.7,-52.7,245,13
703,25123,25123,68.75,161.28,20191118_0000,362,-51.1,-58.1,245,15
706,25123,25123,68.75,161.28,20191118_0000,300,-56.9,-63.9,255,11
707,25123,25123,68.75,161.28,20191118_0000,253,-61.3,-68.3,250,11
708,25123,25123,68.75,161.28,20191118_0000,250,-61.3,-68.3,255,11
714,25123,25123,68.75,161.28,20191118_0000,200,-55.5,-63.5,245,8
720,25123,25123,68.75,161.28,20191118_0000,150,-52.5,-64.5,220,5
723,25123,25123,68.75,161.28,20191118_0000,100,-50.7,-64.7,205,10
725,71957,71957,68.31,-133.5,20191118_0000,996,-24.3,-27,40,4.1
727,71957,71957,68.31,-133.5,20191118_0000,925,-20.9,-24.3,80,6.7
731,71957,71957,68.31,-133.5,20191118_0000,850,-20.5,-28.5,90,5.1
739,71957,71957,68.31,-133.5,20191118_0000,700,-22.7,-39.7,130,1.5
745,71957,71957,68.31,-133.5,20191118_0000,500,-33.1,-54.1,260,13.4
748,71957,71957,68.31,-133.5,20191118_0000,400,-42.3,-48.3,255,11.8
751,71957,71957,68.31,-133.5,20191118_0000,300,-49.9,-62.9,250,20.1
752,71957,71957,68.31,-133.5,20191118_0000,284,-51.1,-64.1,255,20.6
758,71957,71957,68.31,-133.5,20191118_0000,250,-50.1,-65.1,250,20.1
761,71957,71957,68.31,-133.5,20191118_0000,200,-49.3,-72.3,270,18
768,71957,71957,68.31,-133.5,20191118_0000,150,-48.7,-77.7,265,15.4
777,71957,71957,68.31,-133.5,20191118_0000,100,-50.3,-82.3,290,18
783,71957,71957,68.31,-133.5,20191118_0000,70,-51.9,-83.9,300,21.6
786,71957,71957,68.31,-133.5,20191118_0000,50,-55.1,-86.1,295,25.7
787,22271,22271,67.87,44.17,20191118_0000,1028,-3.7,-5.6,90,2
788,22271,22271,67.87,44.17,20191118_0000,1013,-2.3,-4.8,125,7
789,22271,22271,67.87,44.17,20191118_0000,1000,-3.1,-6,130,6
793,22271,22271,67.87,44.17,20191118_0000,925,-6.5,-11.2,115,2
794,22271,22271,67.87,44.17,20191118_0000,850,-13.1,-14.9,65,3
803,22271,22271,67.87,44.17,20191118_0000,700,-17.9,-22.9,330,3
814,22271,22271,67.87,44.17,20191118_0000,500,-31.9,-41.9,315,11
817,22271,22271,67.87,44.17,20191118_0000,400,-44.1,-50.1,300,11
822,22271,22271,67.87,44.17,20191118_0000,300,-54.1,-61.1,305,13
825,22271,22271,67.87,44.17,20191118_0000,250,-58.9,-65.9,315,10
826,22271,22271,67.87,44.17,20191118_0000,230,-60.1,-67.1,320,9
829,22271,22271,67.87,44.17,20191118_0000,200,-58.7,-65.7,315,10
830,22271,22271,67.87,44.17,20191118_0000,150,-61.7,-68.7,310,12
832,22271,22271,67.87,44.17,20191118_0000,100,-64.5,-72.5,315,16
833,23205,23205,67.62,53.01,20191118_0000,1030,-13.3,-15.4,90,2
835,23205,23205,67.62,53.01,20191118_0000,1000,-13.3,-14.9,115,8
841,23205,23205,67.62,53.01,20191118_0000,925,-12.9,-14,75,5
847,23205,23205,67.62,53.01,20191118_0000,850,-13.3,-23.3,100,8
856,23205,23205,67.62,53.01,20191118_0000,700,-15.9,-41.9,70,7
864,23205,23205,67.62,53.01,20191118_0000,500,-30.3,-47.3,80,9
872,23205,23205,67.62,53.01,20191118_0000,400,-42.5,-57.5,55,4
879,23205,23205,67.62,53.01,20191118_0000,300,-56.1,-69.1,70,7
881,23205,23205,67.62,53.01,20191118_0000,261,-61.9,-73.9,80,7
883,23205,23205,67.62,53.01,20191118_0000,250,-61.7,-73.7,90,9
892,23205,23205,67.62,53.01,20191118_0000,200,-60.3,-72.3,15,7
897,23205,23205,67.62,53.01,20191118_0000,150,-62.3,-74.3,355,10
905,23205,23205,67.62,53.01,20191118_0000,100,-65.5,-77.5,345,12
906,24266,24266,67.56,133.39,20191118_0000,1011,-24.7,-27.7,45,2
907,24266,24266,67.56,133.39,20191118_0000,1000,-25.1,-27.2,55,2
910,24266,24266,67.56,133.39,20191118_0000,940,-21.5,-22.6,15,4
911,24266,24266,67.56,133.39,20191118_0000,925,-21.1,-22.1,15,5
912,24266,24266,67.56,133.39,20191118_0000,890,-18.7,-19.5,5,6
914,24266,24266,67.56,133.39,20191118_0000,850,-18.9,-19.6,30,6
919,24266,24266,67.56,133.39,20191118_0000,700,-24.9,-26.2,70,3
925,24266,24266,67.56,133.39,20191118_0000,500,-39.5,-42.9,305,2
929,24266,24266,67.56,133.39,20191118_0000,400,-49.3,-53.5,330,4
935,24266,24266,67.56,133.39,20191118_0000,310,-57.5,-61.7,345,4
936,24266,24266,67.56,133.39,20191118_0000,300,-57.5,-61.7,330,3
939,24266,24266,67.56,133.39,20191118_0000,250,-56.1,-60.5,240,3
945,24266,24266,67.56,133.39,20191118_0000,200,-56.3,-61.3,205,6
949,24266,24266,67.56,133.39,20191118_0000,150,-55.9,-62.9,180,4
952,24266,24266,67.56,133.39,20191118_0000,100,-59.1,-68.1,180,11
954,22217,22217,67.16,32.35,20191118_0000,1000,-3.9,-4.8,60,2
958,22217,22217,67.16,32.35,20191118_0000,925,-5.9,-6.8,140,7
962,22217,22217,67.16,32.35,20191118_0000,850,-6.9,-10.1,145,4
967,22217,22217,67.16,32.35,20191118_0000,700,-13.7,-14.7,270,4
974,22217,22217,67.16,32.35,20191118_0000,500,-27.1,-28.5,300,14
977,22217,22217,67.16,32.35,20191118_0000,400,-37.7,-40,305,14
978,22217,22217,67.16,32.35,20191118_0000,300,-53.9,-56.9,315,20
980,22217,22217,67.16,32.35,20191118_0000,252,-62.5,-65.4,320,22
981,22217,22217,67.16,32.35,20191118_0000,250,-62.5,-65.5,320,22
984,22217,22217,67.16,32.35,20191118_0000,200,-61.7,-64.8,300,15
989,22217,22217,67.16,32.35,20191118_0000,150,-59.1,-63,290,13
993,22217,22217,67.16,32.35,20191118_0000,100,-63.1,-68,295,14
994,70133,70133,66.86,-162.58,20191118_0000,1007,-17.1,-20.5,90,4.1
997,70133,70133,66.86,-162.58,20191118_0000,1000,-15.7,-21.7,115,2.1
1001,70133,70133,66.86,-162.58,20191118_0000,925,-16.1,-24.1,355,1
1007,70133,70133,66.86,-162.58,20191118_0000,850,-15.3,-27.3,10,6.2
1021,70133,70133,66.86,-162.58,20191118_0000,700,-18.5,-29.5,10,7.7
1032,70133,70133,66.86,-162.58,20191118_0000,500,-34.9,-47.9,320,5.7
1042,70133,70133,66.86,-162.58,20191118_0000,400,-45.7,-60.7,310,11.3
1046,70133,70133,66.86,-162.58,20191118_0000,320,-51.3,-65.3,305,9.8
1048,70133,70133,66.86,-162.58,20191118_0000,300,-50.5,-71.5,300,12.9
1051,70133,70133,66.86,-162.58,20191118_0000,250,-49.9,-77.9,300,8.7
1052,70133,70133,66.86,-162.58,20191118_0000,200,-47.5,-80.5,285,8.7
1056,70133,70133,66.86,-162.58,20191118_0000,150,-47.3,-82.3,240,7.2
1061,70133,70133,66.86,-162.58,20191118_0000,100,-46.1,-83.1,290,9.8
1063,70133,70133,66.86,-162.58,20191118_0000,70,-49.9,-84.9,250,15.9
1065,70133,70133,66.86,-162.58,20191118_0000,50,-49.5,-85.5,275,13.4
1066,24343,24343,66.76,123.4,20191118_0000,1018,-18.5,-20.1,220,1
1067,24343,24343,66.76,123.4,20191118_0000,1000,-18.7,-19.6,290,2
1069,24343,24343,66.76,123.4,20191118_0000,925,-23.1,-24,25,5
1073,24343,24343,66.76,123.4,20191118_0000,850,-15.5,-16.3,25,6
1079,24343,24343,66.76,123.4,20191118_0000,700,-19.9,-26.9,10,7
1084,24343,24343,66.76,123.4,20191118_0000,500,-35.3,-40.3,330,11
1087,24343,24343,66.76,123.4,20191118_0000,400,-45.3,-49.1,325,14
1090,24343,24343,66.76,123.4,20191118_0000,300,-54.3,-59,330,13
1093,24343,24343,66.76,123.4,20191118_0000,250,-59.7,-64.7,340,11
1094,24343,24343,66.76,123.4,20191118_0000,242,-60.7,-65.7,340,11
1097,24343,24343,66.76,123.4,20191118_0000,200,-60.7,-66.7,5,7
1102,24343,24343,66.76,123.4,20191118_0000,150,-58.5,-64.5,165,3
1106,24343,24343,66.76,123.4,20191118_0000,100,-60.7,-68.7,160,5
1107,23330,23330,66.58,66.61,20191118_0000,1036,-28.5,-31.6,45,5
1109,23330,23330,66.58,66.61,20191118_0000,1000,-28.9,-32.3,50,15
1115,23330,23330,66.58,66.61,20191118_0000,925,-18.7,-22.5,85,13
1117,23330,23330,66.58,66.61,20191118_0000,850,-19.9,-25.9,75,12
1123,23330,23330,66.58,66.61,20191118_0000,700,-21.7,-29.7,80,19
1127,23330,23330,66.58,66.61,20191118_0000,500,-32.1,-47.1,70,22
1130,23330,23330,66.58,66.61,20191118_0000,400,-43.3,-58.3,70,23
1133,23330,23330,66.58,66.61,20191118_0000,300,-57.5,-71.5,45,14
1134,23330,23330,66.58,66.61,20191118_0000,275,-60.7,-74.7,40,16
1135,23330,23330,66.58,66.61,20191118_0000,271,-60.9,-74.9,45,16
1136,23330,23330,66.58,66.61,20191118_0000,250,-60.9,-74.9,55,15
1138,23330,23330,66.58,66.61,20191118_0000,200,-62.9,-75.9,40,15
1142,23330,23330,66.58,66.61,20191118_0000,150,-61.7,-74.7,35,16
1144,23330,23330,66.58,66.61,20191118_0000,109,-65.5,-78.5,10,12
1145,23330,23330,66.58,66.61,20191118_0000,100,-65.9,-78.9,10,11
1146,23472,23472,65.79,87.98,20191118_0000,1025,-23.3,-27.2,90,7
1149,23472,23472,65.79,87.98,20191118_0000,1000,-24.1,-28.1,85,15
1154,23472,23472,65.79,87.98,20191118_0000,925,-20.5,-25.1,115,18
1156,23472,23472,65.79,87.98,20191118_0000,850,-22.7,-28.7,115,13
1161,23472,23472,65.79,87.98,20191118_0000,700,-29.9,-34.9,95,13
1168,23472,23472,65.79,87.98,20191118_0000,500,-37.7,-51.7,95,38
1172,23472,23472,65.79,87.98,20191118_0000,400,-44.9,-59.9,90,48
1177,23472,23472,65.79,87.98,20191118_0000,300,-57.3,-71.3,90,43
1181,23472,23472,65.79,87.98,20191118_0000,250,-58.1,-71.1,90,27
1185,23472,23472,65.79,87.98,20191118_0000,220,-61.9,-74.9,100,25
1186,23472,23472,65.79,87.98,20191118_0000,200,-59.3,-72.3,65,21
1192,23472,23472,65.79,87.98,20191118_0000,157,-62.7,-75.7,80,11
1194,23472,23472,65.79,87.98,20191118_0000,150,-61.7,-74.7,55,10
1199,23472,23472,65.79,87.98,20191118_0000,120,-64.1,-77.1,85,6
1205,23472,23472,65.79,87.98,20191118_0000,100,-64.5,-77.5,45,6
1207,71043,71043,65.26,-126.78,20191118_0000,993,-17.1,-19.4,315,1
1209,71043,71043,65.26,-126.78,20191118_0000,925,-19.7,-22.4,130,5.1
1213,71043,71043,65.26,-126.78,20191118_0000,850,-21.3,-23.8,120,6.7
1218,71043,71043,65.26,-126.78,20191118_0000,700,-11.1,-13.3,195,4.6
1220,71043,71043,65.26,-126.78,20191118_0000,500,-25.3,-29.5,255,23.7
1222,71043,71043,65.26,-126.78,20191118_0000,400,-36.7,-41.7,250,29.3
1226,71043,71043,65.26,-126.78,20191118_0000,300,-52.5,-56.7,250,34
1227,71043,71043,65.26,-126.78,20191118_0000,270,-58.1,-62.2,250,32.9
1229,71043,71043,65.26,-126.78,20191118_0000,250,-54.9,-59.7,255,25.2
1231,71043,71043,65.26,-126.78,20191118_0000,200,-53.5,-65.5,265,27.8
1234,71043,71043,65.26,-126.78,20191118_0000,150,-51.9,-70.9,270,20.6
1241,71043,71043,65.26,-126.78,20191118_0000,100,-51.9,-79.9,295,17
1244,71043,71043,65.26,-126.78,20191118_0000,70,-53.5,-85.5,290,22.6
