# ID,StationNumber,StationName,Latitude,Longitude,Date,Pressure,temp,TD,DD,FF
6306,34172,34172,51.55,46.03,20191118_0000,162,-75.7,-81.7,325,28
6308,34172,34172,51.55,46.03,20191118_0000,150,-70.3,-77.3,315,22
6314,34172,34172,51.55,46.03,20191118_0000,100,-64.7,-71.7,290,13
6316,71845,71845,51.46,-90.19,20191118_0000,962,-5.1,-6.5,20,2.6
6317,71845,71845,51.46,-90.19,20191118_0000,925,-7.5,-7.8,10,4.1
6322,71845,71845,51.46,-90.19,20191118_0000,850,-5.3,-5.6,300,1
6325,71845,71845,51.46,-90.19,20191118_0000,700,-9.7,-10.2,360,8.7
6334,71845,71845,51.46,-90.19,20191118_0000,500,-25.7,-36.7,345,8.7
6338,71845,71845,51.46,-90.19,20191118_0000,400,-34.9,-47.9,350,16.5
6342,71845,71845,51.46,-90.19,20191118_0000,300,-50.3,-59.3,330,20.1
6343,71845,71845,51.46,-90.19,20191118_0000,292,-51.7,-60.7,330,21.6
6344,71845,71845,51.46,-90.19,20191118_0000,250,-53.5,-72.5,325,14.9
6347,71845,71845,51.46,-90.19,20191118_0000,200,-52.1,-77.1,300,20.1
6349,71845,71845,51.46,-90.19,20191118_0000,150,-55.7,-80.7,300,19.5
6351,71845,71845,51.46,-90.19,20191118_0000,100,-58.3,-85.3,285,21.1
6355,71845,71845,51.46,-90.19,20191118_0000,70,-59.1,-85.1,280,13.4
6356,71845,71845,51.46,-90.19,20191118_0000,57.4,-62.7,-86.7,295,17.5
6357,71845,71845,51.46,-90.19,20191118_0000,50,-61.7,-85.7,295,22.6
6359,10410,10410,51.4,6.96,20191118_0000,988,3,3,10,3
6362,10410,10410,51.4,6.96,20191118_0000,925,-0.1,-0.1,25,14
6369,10410,10410,51.4,6.96,20191118_0000,850,-1.3,-1.5,50,11
6377,10410,10410,51.4,6.96,20191118_0000,700,-5.1,-5.1,135,11
6381,10410,10410,51.4,6.96,20191118_0000,500,-22.9,-23.2,130,23
6386,10410,10410,51.4,6.96,20191118_0000,400,-35.1,-44.1,145,29
6392,10410,10410,51.4,6.96,20191118_0000,300,-49.5,-51.9,150,56
6400,10410,10410,51.4,6.96,20191118_0000,250,-58.7,-67.7,155,51
6401,10410,10410,51.4,6.96,20191118_0000,248,-58.9,-68.9,155,51
6402,10410,10410,51.4,6.96,20191118_0000,241,-59.3,-70.3,155,45
6405,10410,10410,51.4,6.96,20191118_0000,200,-56.3,-75.3,155,30
6413,10410,10410,51.4,6.96,20191118_0000,150,-57.9,-78.9,155,12
6417,10410,10410,51.4,6.96,20191118_0000,140,-56.5,-78.5,175,12
6423,10410,10410,51.4,6.96,20191118_0000,100,-57.7,-79.7,300,4
6431,10410,10410,51.4,6.96,20191118_0000,70,-58.5,-82.5,255,5
6438,10410,10410,51.4,6.96,20191118_0000,50,-59.9,-84.9,325,10
6439,71836,71836,51.28,-80.61,20191118_0000,1011,-0.7,-1.7,180,2.6
6441,71836,71836,51.28,-80.61,20191118_0000,1000,-1.1,-10.1,190,4.6
6443,71836,71836,51.28,-80.61,20191118_0000,925,-3.5,-5.4,230,18
6445,71836,71836,51.28,-80.61,20191118_0000,850,-5.1,-7.2,240,11.3
6446,71836,71836,51.28,-80.61,20191118_0000,700,-8.7,-11.3,240,18
6447,71836,71836,51.28,-80.61,20191118_0000,500,-21.7,-25,230,23.7
6448,71836,71836,51.28,-80.61,20191118_0000,400,-34.1,-37.7,225,28.3
6449,71836,71836,51.28,-80.61,20191118_0000,300,-50.7,-54.3,230,38.1
6451,71836,71836,51.28,-80.61,20191118_0000,259,-58.5,-62,240,44.8
6452,71836,71836,51.28,-80.61,20191118_0000,250,-58.1,-61.8,240,39.6
6457,71836,71836,51.28,-80.61,20191118_0000,200,-56.5,-61.2,240,29.8
6463,71836,71836,51.28,-80.61,20191118_0000,150,-56.7,-72.7,245,25.2
6471,71836,71836,51.28,-80.61,20191118_0000,100,-59.7,-83.7,250,21.6
6475,71836,71836,51.28,-80.61,20191118_0000,70,-59.9,-89.9,265,27.3
6477,71836,71836,51.28,-80.61,20191118_0000,59.1,-63.1,-92.1,265,19.5
6480,71836,71836,51.28,-80.61,20191118_0000,50,-64.3,-93.3,280,21.6
6482,12425,12425,51.13,16.98,20191118_0000,995,13.6,5.6,125,4
6485,12425,12425,51.13,16.98,20191118_0000,925,12,4,175,14
6491,12425,12425,51.13,16.98,20191118_0000,850,9.6,1.6,185,15
6500,12425,12425,51.13,16.98,20191118_0000,700,0,-11,140,14
6510,12425,12425,51.13,16.98,20191118_0000,500,-18.9,-22.9,175,29
6514,12425,12425,51.13,16.98,20191118_0000,400,-29.1,-33.3,170,27
6519,12425,12425,51.13,16.98,20191118_0000,300,-46.5,-49.8,170,31
6525,12425,12425,51.13,16.98,20191118_0000,250,-55.1,-65.1,175,33
6529,12425,12425,51.13,16.98,20191118_0000,200,-62.9,-76.9,180,35
6532,12425,12425,51.13,16.98,20191118_0000,166,-68.9,-73.9,185,27
6535,12425,12425,51.13,16.98,20191118_0000,150,-69.3,-83.3,185,20
6548,12425,12425,51.13,16.98,20191118_0000,100,-63.3,-89.3,205,16
6549,32061,32061,50.9,142.16,20191118_0000,1014,-5.3,-8.1,65,1
6550,32061,32061,50.9,142.16,20191118_0000,1000,-6.5,-9.3,70,1
6553,32061,32061,50.9,142.16,20191118_0000,925,-9.5,-12.1,115,3
6558,32061,32061,50.9,142.16,20191118_0000,850,-12.3,-14.7,95,8
6564,32061,32061,50.9,142.16,20191118_0000,700,-14.9,-24.9,300,3
6572,32061,32061,50.9,142.16,20191118_0000,500,-26.9,-49.9,305,20
6576,32061,32061,50.9,142.16,20191118_0000,400,-39.9,-58.9,300,32
6579,32061,32061,50.9,142.16,20191118_0000,300,-53.1,-65.1,270,54
6581,32061,32061,50.9,142.16,20191118_0000,250,-60.1,-72.1,275,54
6583,32061,32061,50.9,142.16,20191118_0000,224,-64.3,-76.3,275,45
6586,32061,32061,50.9,142.16,20191118_0000,200,-56.7,-69.7,285,30
6588,32061,32061,50.9,142.16,20191118_0000,184,-59.3,-72.3,285,21
6592,32061,32061,50.9,142.16,20191118_0000,150,-52.3,-67.3,270,30
6595,32061,32061,50.9,142.16,20191118_0000,100,-51.9,-69.9,275,18
6597,32215,32215,50.68,156.13,20191118_0000,996,2.8,-3.2,360,16
6599,32215,32215,50.68,156.13,20191118_0000,925,-2.1,-8.1,335,22
6601,32215,32215,50.68,156.13,20191118_0000,850,-8.5,-11.2,340,23
6607,32215,32215,50.68,156.13,20191118_0000,700,-16.9,-27.9,345,22
6612,32215,32215,50.68,156.13,20191118_0000,500,-38.7,-53.7,350,11
6615,32215,32215,50.68,156.13,20191118_0000,400,-51.5,-63.5,340,18
6616,32215,32215,50.68,156.13,20191118_0000,377,-55.1,-67.1,350,19
6620,32215,32215,50.68,156.13,20191118_0000,300,-48.3,-60.3,345,17
6624,32215,32215,50.68,156.13,20191118_0000,250,-50.7,-63.7,325,18
6628,32215,32215,50.68,156.13,20191118_0000,200,-48.1,-64.1,315,19
6631,32215,32215,50.68,156.13,20191118_0000,150,-47.3,-67.3,315,18
6638,32215,32215,50.68,156.13,20191118_0000,100,-44.7,-69.7,265,7
6639,71109,71109,50.66,-127.36,20191118_0000,1018,12,9,205,1.5
6640,71109,71109,50.66,-127.36,20191118_0000,1000,11,7.3,215,5.1
6642,71109,71109,50.66,-127.36,20191118_0000,925,5.6,2.4,260,4.1
6644,71109,71109,50.66,-127.36,20191118_0000,850,0.8,-4.2,270,8.2
6650,71109,71109,50.66,-127.36,20191118_0000,700,-6.3,-25.3,270,20.1
6653,71109,71109,50.66,-127.36,20191118_0000,500,-20.9,-41.9,270,37
6656,71109,71109,50.66,-127.36,20191118_0000,400,-32.5,-35.8,270,45.8
6661,71109,71109,50.66,-127.36,20191118_0000,300,-45.1,-52.1,270,64.3
6662,71109,71109,50.66,-127.36,20191118_0000,258,-49.7,-62.7,265,53.5
6664,71109,71109,50.66,-127.36,20191118_0000,250,-49.3,-63.3,265,52.5
6668,71109,71109,50.66,-127.36,20191118_0000,200,-52.7,-69.7,265,47.3
6671,71109,71109,50.66,-127.36,20191118_0000,150,-55.3,-78.3,270,39.1
6673,71109,71109,50.66,-127.36,20191118_0000,118,-59.3,-86.3,260,31.4
6675,71109,71109,50.66,-127.36,20191118_0000,100,-61.9,-88.9,265,17
6676,71109,71109,50.66,-127.36,20191118_0000,94.8,-64.7,-91.7,255,15.4
6680,71109,71109,50.66,-127.36,20191118_0000,70,-57.9,-86.9,305,14.9
6681,71109,71109,50.66,-127.36,20191118_0000,61.1,-62.9,-89.9,255,10.8
6684,71109,71109,50.66,-127.36,20191118_0000,50,-58.7,-86.7,320,15.9
6686,10548,10548,50.56,10.36,20191118_0000,950,3.8,3.5,330,1
6688,10548,10548,50.56,10.36,20191118_0000,925,5.8,4.6,125,7
6691,10548,10548,50.56,10.36,20191118_0000,850,3.2,2.9,185,12
6699,10548,10548,50.56,10.36,20191118_0000,700,-2.1,-10.1,145,13
6709,10548,10548,50.56,10.36,20191118_0000,500,-20.3,-27.3,155,28
6714,10548,10548,50.56,10.36,20191118_0000,400,-32.9,-34.9,160,38
6725,10548,10548,50.56,10.36,20191118_0000,300,-49.1,-52.9,160,44
6731,10548,10548,50.56,10.36,20191118_0000,250,-57.7,-62.7,175,52
6736,10548,10548,50.56,10.36,20191118_0000,203,-62.5,-75.5,165,36
6737,10548,10548,50.56,10.36,20191118_0000,200,-62.5,-77.5,165,37
6743,10548,10548,50.56,10.36,20191118_0000,150,-57.3,-84.3,195,20
6748,10548,10548,50.56,10.36,20191118_0000,134,-61.3,-85.3,130,10
6754,10548,10548,50.56,10.36,20191118_0000,100,-58.1,-87.1,185,5
6762,10548,10548,50.56,10.36,20191118_0000,70,-58.9,-87.9,235,3
6772,10548,10548,50.56,10.36,20191118_0000,50,-59.7,-88.7,305,7
6774,31510,31510,50.43,127.41,20191118_0000,985,-12.5,-13.3,305,2
6776,31510,31510,50.43,127.41,20191118_0000,945,-15.5,-17.4,35,8
6777,31510,31510,50.43,127.41,20191118_0000,925,-15.7,-17.3,65,9
6780,31510,31510,50.43,127.41,20191118_0000,850,-17.9,-19.4,130,7
6789,31510,31510,50.43,127.41,20191118_0000,700,-17.7,-18.9,140,13
6796,31510,31510,50.43,127.41,20191118_0000,500,-31.5,-34.4,140,26
6799,31510,31510,50.43,127.41,20191118_0000,400,-44.7,-48.8,150,29
6804,31510,31510,50.43,127.41,20191118_0000,304,-55.9,-60.2,160,36
6805,31510,31510,50.43,127.41,20191118_0000,300,-55.5,-59.9,160,35
6807,31510,31510,50.43,127.41,20191118_0000,250,-54.3,-59.3,175,28
6810,31510,31510,50.43,127.41,20191118_0000,200,-50.1,-57.1,210,24
6813,31510,31510,50.43,127.41,20191118_0000,150,-50.7,-60.7,230,19
6815,31510,31510,50.43,127.41,20191118_0000,100,-50.7,-64.7,240,23
6816,34247,34247,50.41,41.04,20191118_0000,1022,-3.5,-4,105,1
6818,34247,34247,50.41,41.04,20191118_0000,1000,-0.5,-0.7,155,2
6822,34247,34247,50.41,41.04,20191118_0000,925,4.4,2.2,35,3
6827,34247,34247,50.41,41.04,20191118_0000,803,7.8,-12.2,200,5
6832,34247,34247,50.41,41.04,20191118_0000,700,1.8,-26.2,270,9
6839,34247,34247,50.41,41.04,20191118_0000,500,-15.5,-36.5,345,6
6842,34247,34247,50.41,41.04,20191118_0000,400,-30.7,-38.7,330,9
6846,34247,34247,50.41,41.04,20191118_0000,300,-46.7,-51.7,340,11
6848,34247,34247,50.41,41.04,20191118_0000,250,-54.7,-59.7,330,13
6850,34247,34247,50.41,41.04,20191118_0000,200,-65.5,-70.5,335,14
6853,34247,34247,50.41,41.04,20191118_0000,150,-73.5,-79.5,355,14
6854,34247,34247,50.41,41.04,20191118_0000,148,-73.7,-79.7,355,13
6858,34247,34247,50.41,41.04,20191118_0000,100,-66.7,-72.7,315,14
6860,30965,30965,50.4,116.51,20191118_0000,935,-17.3,-20.8,325,7
6861,30965,30965,50.4,116.51,20191118_0000,925,-17.5,-19.2,330,10
6864,30965,30965,50.4,116.51,20191118_0000,850,-22.1,-23.7,5,13
6868,30965,30965,50.4,116.51,20191118_0000,700,-23.5,-24.4,5,15
6877,30965,30965,50.4,116.51,20191118_0000,500,-35.9,-38.7,10,12
6879,30965,30965,50.4,116.51,20191118_0000,400,-48.5,-52.3,20,11
6885,30965,30965,50.4,116.51,20191118_0000,318,-59.5,-63.5,355,13
6886,30965,30965,50.4,116.51,20191118_0000,300,-59.9,-64,360,12
6890,30965,30965,50.4,116.51,20191118_0000,250,-54.1,-58.5,305,9
6893,30965,30965,50.4,116.51,20191118_0000,200,-50.9,-56.9,290,10
6897,30965,30965,50.4,116.51,20191118_0000,150,-51.3,-60.3,275,15
6899,30965,30965,50.4,116.51,20191118_0000,100,-52.7,-64.7,275,24
6900,33345,33345,50.4,30.56,20191118_0000,1006,4.2,4.2,150,2
6901,33345,33345,50.4,30.56,20191118_0000,1000,3.8,3.2,145,3
6904,33345,33345,50.4,30.56,20191118_0000,925,5.8,4.4,150,6
6908,33345,33345,50.4,30.56,20191118_0000,850,10.6,-8.4,195,4
6915,33345,33345,50.4,30.56,20191118_0000,700,2,-21,175,9
6917,33345,33345,50.4,30.56,20191118_0000,639,-0.7,-24.7,160,10
6919,33345,33345,50.4,30.56,20191118_0000,500,-14.1,-34.1,180,9
6922,33345,33345,50.4,30.56,20191118_0000,400,-27.5,-42.5,190,7
6925,33345,33345,50.4,30.56,20191118_0000,300,-44.3,-55.3,200,10
6928,33345,33345,50.4,30.56,20191118_0000,250,-53.3,-63.3,235,6
6929,33345,33345,50.4,30.56,20191118_0000,200,-65.1,-74.1,230,7
6931,33345,33345,50.4,30.56,20191118_0000,177,-70.9,-79.9,215,8
6933,33345,33345,50.4,30.56,20191118_0000,150,-71.5,-80.5,210,6
6936,33345,33345,50.4,30.56,20191118_0000,100,-68.1,-77.1,250,13
6939,33345,33345,50.4,30.56,20191118_0000,70,-64.5,-73.5,255,12
6941,33345,33345,50.4,30.56,20191118_0000,50,-66.1,-75.1,255,12
6944,30935,30935,50.36,108.75,20191118_0000,925,-29.7,-33,325,6
6948,30935,30935,50.36,108.75,20191118_0000,850,-24.1,-26.6,265,7
6955,30935,30935,50.36,108.75,20191118_0000,700,-26.1,-34.1,335,5
6959,30935,30935,50.36,108.75,20191118_0000,659,-28.5,-37.5,350,6
6967,30935,30935,50.36,108.75,20191118_0000,500,-40.5,-49.5,325,7
6971,30935,30935,50.36,108.75,20191118_0000,400,-46.9,-56.9,325,16
6974,30935,30935,50.36,108.75,20191118_0000,356,-54.5,-64.5,335,19
6975,30935,30935,50.36,108.75,20191118_0000,307,-58.5,-67.5,325,21
6976,30935,30935,50.36,108.75,20191118_0000,300,-58.5,-67.5,325,22
6979,30935,30935,50.36,108.75,20191118_0000,250,-55.1,-64.1,305,22
6982,30935,30935,50.36,108.75,20191118_0000,200,-53.9,-63.9,340,22
6985,30935,30935,50.36,108.75,20191118_0000,150,-52.1,-64.1,290,18
6989,30935,30935,50.36,108.75,20191118_0000,100,-55.9,-69.9,275,23
6990,35229,35229,50.25,57.2,20191118_0000,1004,-3.7,-5.6,290,1
6991,35229,35229,50.25,57.2,20191118_0000,1000,-4.1,-6.3,310,2
6995,35229,35229,50.25,57.2,20191118_0000,925,-1.9,-2.5,340,13
7004,35229,35229,50.25,57.2,20191118_0000,850,3.6,-6.4,305,19
7009,35229,35229,50.25,57.2,20191118_0000,700,-3.7,-12.7,310,17
7017,35229,35229,50.25,57.2,20191118_0000,500,-19.1,-39.1,325,13
7022,35229,35229,50.25,57.2,20191118_0000,400,-32.1,-40.1,320,13
7026,35229,35229,50.25,57.2,20191118_0000,300,-48.9,-53.3,325,18
7028,35229,35229,50.25,57.2,20191118_0000,250,-58.5,-63.2,335,25
7031,35229,35229,50.25,57.2,20191118_0000,200,-67.1,-71.2,335,29
7033,35229,35229,50.25,57.2,20191118_0000,188,-69.1,-73.2,335,31
7038,35229,35229,50.25,57.2,20191118_0000,150,-65.1,-70.1,315,22
7047,35229,35229,50.25,57.2,20191118_0000,106,-64.3,-93.3,300,17
7049,35229,35229,50.25,57.2,20191118_0000,100,-63.7,-92.7,300,17
7059,35229,35229,50.25,57.2,20191118_0000,70,-65.1,-93.1,280,18
7072,35229,35229,50.25,57.2,20191118_0000,50,-67.1,-95.1,290,27
7073,71811,71811,50.21,-66.26,20191118_0000,1020,-4.1,-15.1,255,1.5
7074,71811,71811,50.21,-66.26,20191118_0000,1000,-4.7,-17.7,265,5.7
7077,71811,71811,50.21,-66.26,20191118_0000,925,-8.1,-24.1,265,9.3
7080,71811,71811,50.21,-66.26,20191118_0000,850,-2.9,-32.9,255,12.3
7085,71811,71811,50.21,-66.26,20191118_0000,700,-8.7,-12.6,280,15.9
7090,71811,71811,50.21,-66.26,20191118_0000,500,-20.5,-24.7,270,21.6
7092,71811,71811,50.21,-66.26,20191118_0000,400,-32.3,-35.7,265,25.7
7094,71811,71811,50.21,-66.26,20191118_0000,300,-47.9,-52.1,265,28.8
7096,71811,71811,50.21,-66.26,20191118_0000,250,-57.1,-60.9,260,33.4
7097,71811,71811,50.21,-66.26,20191118_0000,233,-59.3,-63.3,265,34
7100,71811,71811,50.21,-66.26,20191118_0000,200,-58.7,-63.1,260,39.6
7105,71811,71811,50.21,-66.26,20191118_0000,150,-60.9,-74.9,260,38.1
7107,71811,71811,50.21,-66.26,20191118_0000,139,-60.7,-76.7,255,38.1
7111,71811,71811,50.21,-66.26,20191118_0000,100,-60.1,-83.1,265,31.4
7114,71811,71811,50.21,-66.26,20191118_0000,70,-61.9,-90.9,260,28.3
7118,71811,71811,50.21,-66.26,20191118_0000,50,-59.9,-89.9,260,27.8
7120,31538,31538,50.06,132.13,20191118_0000,964,-11.7,-13.7,25,2
7121,31538,31538,50.06,132.13,20191118_0000,925,-10.9,-12,80,9
7127,31538,31538,50.06,132.13,20191118_0000,850,-7.7,-8.7,125,19
7135,31538,31538,50.06,132.13,20191118_0000,700,-14.1,-15,170,23
7141,31538,31538,50.06,132.13,20191118_0000,500,-28.3,-29.8,170,17
7143,31538,31538,50.06,132.13,20191118_0000,400,-39.5,-42,190,26
7146,31538,31538,50.06,132.13,20191118_0000,300,-55.3,-58.6,190,36
7148,31538,31538,50.06,132.13,20191118_0000,290,-56.7,-59.9,190,39
7151,31538,31538,50.06,132.13,20191118_0000,250,-57.1,-61.4,200,39
7154,31538,31538,50.06,132.13,20191118_0000,200,-56.1,-62.1,215,32
7160,31538,31538,50.06,132.13,20191118_0000,150,-52.9,-61.9,240,22
7163,31538,31538,50.06,132.13,20191118_0000,100,-52.7,-64.7,245,27
7165,11520,11520,50,14.44,20191118_0000,968,11.6,7.9,130,3
7166,11520,11520,50,14.44,20191118_0000,925,9.2,7.1,145,13
7171,11520,11520,50,14.44,20191118_0000,850,9.6,1.6,160,25
7175,11520,11520,50,14.44,20191118_0000,700,-0.7,-5.7,160,13
7183,11520,11520,50,14.44,20191118_0000,500,-18.3,-19.9,165,23
7186,11520,11520,50,14.44,20191118_0000,400,-31.1,-31.7,155,27
7194,11520,11520,50,14.44,20191118_0000,300,-47.5,-49.8,160,37
7198,11520,11520,50,14.44,20191118_0000,250,-55.5,-61.5,170,43
7203,11520,11520,50,14.44,20191118_0000,200,-64.7,-70.7,175,45
7206,11520,11520,50,14.44,20191118_0000,160,-68.3,-78.3,180,31
7207,11520,11520,50,14.44,20191118_0000,155,-64.5,-83.5,175,28
7208,11520,11520,50,14.44,20191118_0000,150,-64.7,-85.7,165,30
7214,11520,11520,50,14.44,20191118_0000,122,-62.9,-84.9,135,13
7216,11520,11520,50,14.44,20191118_0000,100,-63.9,-86.9,190,17
7228,11520,11520,50,14.44,20191118_0000,70,-58.7,-88.7,250,8
7234,11520,11520,50,14.44,20191118_0000,50,-62.3,-91.3,290,7
7235,34300,34300,49.91,36.28,20191118_0000,1011,0.2,-0.4,90,2
7236,34300,34300,49.91,36.28,20191118_0000,1000,1.6,1.3,110,2
7239,34300,34300,49.91,36.28,20191118_0000,925,7.8,7,165,7
7241,34300,34300,49.91,36.28,20191118_0000,880,13.4,-10.6,170,7
7243,34300,34300,49.91,36.28,20191118_0000,850,12.2,-12.8,165,8
7247,34300,34300,49.91,36.28,20191118_0000,700,5,-25,195,5
7253,34300,34300,49.91,36.28,20191118_0000,500,-13.9,-31.9,160,6
7258,34300,34300,49.91,36.28,20191118_0000,400,-27.9,-37.9,150,5
7284,33393,33393,49.81,23.93,20191118_0000,978,9.2,8.6,160,5
7286,33393,33393,49.81,23.93,20191118_0000,925,10,7.1,165,6
7289,33393,33393,49.81,23.93,20191118_0000,850,9.6,-3.4,175,9
7293,33393,33393,49.81,23.93,20191118_0000,700,2.2,-21.8,185,10
7303,33393,33393,49.81,23.93,20191118_0000,400,-28.1,-44.1,175,17
7330,35394,35394,49.79,73.15,20191118_0000,956,-5.1,-15.1,190,4
7332,35394,35394,49.79,73.15,20191118_0000,925,-6.3,-17.3,245,15
7339,35394,35394,49.79,73.15,20191118_0000,850,-1.5,-5.1,275,18
7349,35394,35394,49.79,73.15,20191118_0000,700,-6.3,-16.3,280,19
7357,35394,35394,49.79,73.15,20191118_0000,500,-24.1,-27.5,275,25
7361,35394,35394,49.79,73.15,20191118_0000,400,-35.3,-40.1,270,30
7366,35394,35394,49.79,73.15,20191118_0000,300,-51.9,-56.3,275,28
7368,35394,35394,49.79,73.15,20191118_0000,250,-61.3,-65.1,275,29
7372,35394,35394,49.79,73.15,20191118_0000,203,-66.7,-70.5,275,28
7373,35394,35394,49.79,73.15,20191118_0000,200,-66.9,-70.9,275,28
7378,35394,35394,49.79,73.15,20191118_0000,150,-61.7,-67.7,285,27
7385,35394,35394,49.79,73.15,20191118_0000,100,-61.9,-90.9,290,25
7396,35394,35394,49.79,73.15,20191118_0000,70,-65.3,-93.3,285,31
7408,35394,35394,49.79,73.15,20191118_0000,50,-67.1,-95.1,285,34
7412,44231,44231,49.63,100.16,20191118_0000,850,-20.1,-26.1,300,3
7419,44231,44231,49.63,100.16,20191118_0000,700,-21.1,-26.1,320,13
7426,44231,44231,49.63,100.16,20191118_0000,500,-35.5,-40.3,315,25
7430,44231,44231,49.63,100.16,20191118_0000,400,-42.9,-49.9,320,42
7434,44231,44231,49.63,100.16,20191118_0000,300,-54.5,-61.5,325,51
7435,44231,44231,49.63,100.16,20191118_0000,267,-58.7,-68.7,320,41
7436,44231,44231,49.63,100.16,20191118_0000,250,-59.3,-70.3,315,40
7438,44231,44231,49.63,100.16,20191118_0000,200,-58.3,-73.3,305,33
7439,44231,44231,49.63,100.16,20191118_0000,157,-58.9,-88.9,300,27
7441,11747,11747,49.45,17.13,20191118_0000,983,12.8,6.8,140,2
7443,11747,11747,49.45,17.13,20191118_0000,925,10.2,5.2,150,12
7449,11747,11747,49.45,17.13,20191118_0000,850,8.2,1.2,175,19
7456,11747,11747,49.45,17.13,20191118_0000,700,-2.5,-3.1,165,23
7457,11747,11747,49.45,17.13,20191118_0000,677,-1.3,-9.3,180,24
7464,11747,11747,49.45,17.13,20191118_0000,500,-17.1,-21.1,175,24
7467,11747,11747,49.45,17.13,20191118_0000,400,-29.1,-31.6,165,23
7469,11747,11747,49.45,17.13,20191118_0000,300,-46.3,-48.7,160,27
7473,11747,11747,49.45,17.13,20191118_0000,250,-56.1,-59,170,40
7479,11747,11747,49.45,17.13,20191118_0000,200,-62.7,-74.7,175,35
7482,11747,11747,49.45,17.13,20191118_0000,157,-70.1,-76.1,195,30
7484,11747,11747,49.45,17.13,20191118_0000,150,-68.7,-81.7,175,25
7492,11747,11747,49.45,17.13,20191118_0000,113,-65.3,-86.3,195,8
7494,11747,11747,49.45,17.13,20191118_0000,100,-65.5,-87.5,185,13
7502,11747,11747,49.45,17.13,20191118_0000,70,-63.9,-88.9,215,11
7510,11747,11747,49.45,17.13,20191118_0000,50,-61.9,-88.9,245,10
7511,32098,32098,49.21,143.1,20191118_0000,1018,-6.5,-9.2,320,2
7513,32098,32098,49.21,143.1,20191118_0000,1000,-5.9,-9.2,360,7
7517,32098,32098,49.21,143.1,20191118_0000,925,-6.9,-10.9,110,6
7523,32098,32098,49.21,143.1,20191118_0000,850,-9.5,-13.9,115,4
7530,32098,32098,49.21,143.1,20191118_0000,700,-14.1,-25.1,320,7
7541,32098,32098,49.21,143.1,20191118_0000,500,-25.7,-48.7,310,21
7544,32098,32098,49.21,143.1,20191118_0000,400,-36.5,-51.5,295,36
7548,32098,32098,49.21,143.1,20191118_0000,300,-50.1,-61.1,270,56
7550,32098,32098,49.21,143.1,20191118_0000,250,-57.9,-67.9,270,74
7555,32098,32098,49.21,143.1,20191118_0000,200,-63.5,-73.5,285,53
7560,32098,32098,49.21,143.1,20191118_0000,150,-52.9,-63.9,285,34
7562,32098,32098,49.21,143.1,20191118_0000,137,-58.7,-69.7,285,31
7564,32098,32098,49.21,143.1,20191118_0000,102,-48.9,-63.9,290,26
7565,32098,32098,49.21,143.1,20191118_0000,100,-49.5,-64.5,285,25
7566,31770,31770,49,140.3,20191118_0000,1017,-11.3,-16,220,2
7567,31770,31770,49,140.3,20191118_0000,1000,-11.1,-14.3,225,3
7570,31770,31770,49,140.3,20191118_0000,944,-7.7,-8.8,130,6
7571,31770,31770,49,140.3,20191118_0000,925,-8.5,-9.4,130,6
7576,31770,31770,49,140.3,20191118_0000,850,-12.3,-14.4,175,9
7583,31770,31770,49,140.3,20191118_0000,700,-13.7,-30.7,185,2
7593,31770,31770,49,140.3,20191118_0000,500,-26.5,-32.5,275,10
7596,31770,31770,49,140.3,20191118_0000,400,-36.9,-41.4,260,27
7602,31770,31770,49,140.3,20191118_0000,300,-48.7,-53.1,255,55
7605,31770,31770,49,140.3,20191118_0000,250,-57.5,-62.5,250,66
7606,31770,31770,49,140.3,20191118_0000,211,-64.3,-69.3,255,78
7614,31770,31770,49,140.3,20191118_0000,150,-56.3,-64.3,270,32
7619,31770,31770,49,140.3,20191118_0000,100,-51.5,-63.5,265,32
7621,10739,10739,48.83,9.19,20191118_0000,967,4.2,2.7,215,2
7622,10739,10739,48.83,9.19,20191118_0000,925,1.2,1.2,250,3
7626,10739,10739,48.83,9.19,20191118_0000,854,0.6,-1.4,220,6
7627,10739,10739,48.83,9.19,20191118_0000,850,0.8,-1.1,225,6
7638,10739,10739,48.83,9.19,20191118_0000,700,-5.1,-12.1,165,9
7647,10739,10739,48.83,9.19,20191118_0000,500,-24.5,-39.5,170,17
7653,10739,10739,48.83,9.19,20191118_0000,400,-35.1,-44.1,160,44
7663,10739,10739,48.83,9.19,20191118_0000,300,-48.3,-49.9,155,61
7664,10739,10739,48.83,9.19,20191118_0000,293,-49.7,-54.4,155,63
7670,10739,10739,48.83,9.19,20191118_0000,250,-56.9,-66.9,165,52
7671,10739,10739,48.83,9.19,20191118_0000,244,-57.7,-67.7,165,49
7678,10739,10739,48.83,9.19,20191118_0000,200,-55.9,-81.9,145,26
7680,10739,10739,48.83,9.19,20191118_0000,189,-58.1,-82.1,145,29
7683,10739,10739,48.83,9.19,20191118_0000,150,-56.3,-85.3,195,20
7694,10739,10739,48.83,9.19,20191118_0000,100,-57.3,-87.3,195,8
7699,10739,10739,48.83,9.19,20191118_0000,70,-57.1,-88.1,280,3
7709,10739,10739,48.83,9.19,20191118_0000,50,-59.5,-89.5,305,8
7710,34467,34467,48.78,44.33,20191118_0000,1017,-1.5,-2.4,150,3
7711,34467,34467,48.78,44.33,20191118_0000,1000,-1.1,-2,165,7
7713,34467,34467,48.78,44.33,20191118_0000,925,8.6,-13.4,190,7
7717,34467,34467,48.78,44.33,20191118_0000,850,6,-3,185,5
