,Station Number,Station Name,latitude,longitude,Elevation,#id,lat,lon,date,mslp,tend,ctend,QNH,dd,ff,t,td,vv,ww,w1,w2,n,nbas,hbas,cl,cm,ch,rr1,rr3,rr6,rr12,rr24,tmin10,rayg01,tn12,tx12,tn24,tx24,n1,n1type,n1h,n2,n2type,n2h,n3,n3type,n3h,n4,n4type,n4h,htsnow,frsnow,rr_per,tmer,Unnamed: 49
10,96109,Pakanbaru / Simpangtiga (Indonesia),0.46,101.44,31,96109,0.46,101.44,20191119150000,1010.2,0.18,2.0,1010.0,,0.0,24.8,24.7,5000.0,5.0,2.0,2.0,6.0,2.0,4.0,5.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,96145,Tarempa (Indonesia),3.21,106.21,3,96145,3.21,106.21,20191119150000,1010.5,0.1,3.0,1010.0,,0.0,26.8,24.4,5000.0,5.0,0.0,0.0,3.0,2.0,4.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,96163,Mia Padang (Indonesia),-0.78,100.28,3,96163,-0.78,100.28,20191119150000,1010.6,0.14,2.0,1010.0,,0.0,26.7,24.8,10000.0,2.0,1.0,1.0,7.0,2.0,5.0,5.0,3.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,96171,Rengat/Japura (Indonesia),-0.34,102.33,46,96171,-0.34,102.33,20191119150000,1010.6,0.18,2.0,1010.0,,0.0,25.6,24.1,6000.0,2.0,1.0,1.0,7.0,5.0,4.0,5.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,96179,Singkep / Dabo (Indonesia),-0.47,104.57,31,96179,-0.47,104.57,20191119150000,1010.5,0.11,1.0,1010.0,290.0,1.5,23.8,23.8,8000.0,2.0,1.0,1.0,7.0,3.0,4.0,2.0,2.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,96195,Jambi / Sultan Taha (Indonesia),-1.63,103.64,25,96195,-1.63,103.64,20191119150000,1011.0,0.18,2.0,1011.0,200.0,1.0,26.0,23.9,8000.0,2.0,1.0,1.0,6.0,2.0,4.0,5.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,96207,Kerinci / Depati Parbo (Indonesia),-2.09,101.46,782,96207,-2.09,101.46,20191119150000,1014.9,0.18,2.0,1014.0,,0.0,21.4,20.2,4000.0,16.0,6.0,2.0,8.0,5.0,4.0,3.0,3.0,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
17,96221,Palembang / Talangbetutu (Indonesia),-2.89,104.7,10,96221,-2.89,104.7,20191119150000,1011.0,0.11,2.0,1011.0,80.0,1.5,25.2,24.5,5000.0,5.0,2.0,2.0,6.0,2.0,4.0,1.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,96237,Pangkalpinang / Pangkalpinang (Indonesia),-2.16,106.13,33,96237,-2.16,106.13,20191119150000,1011.1,0.12,1.0,1011.0,280.0,1.0,24.2,23.2,7000.0,2.0,1.0,1.0,8.0,3.0,4.0,2.0,1.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,96249,Tanjungpandan / Buluh Tumbang (Indonesia),-2.75,107.75,44,96249,-2.75,107.75,20191119150000,1011.2,0.13,2.0,1011.0,,0.0,25.6,24.2,7000.0,2.0,9.0,2.0,7.0,3.0,5.0,2.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,96253,Bengkulu / Padangkemiling (Indonesia),-3.86,102.33,16,96253,-3.86,102.33,20191119150000,1010.1,0.12,0.0,1010.0,180.0,1.0,25.2,23.9,8000.0,2.0,1.0,1.0,7.0,2.0,5.0,8.0,7.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,96295,Tanjung Karang/Radin Inten Ii (Indonesia),-5.24,105.17,96,96295,-5.24,105.17,20191119150000,1011.4,0.21,1.0,1011.0,10.0,3.1,27.8,22.5,10000.0,2.0,1.0,1.0,7.0,4.0,4.0,5.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,96509,Tarakan / Juwata (Indonesia),3.32,117.57,6,96509,3.32,117.57,20191119150000,1009.9,0.15,2.0,1009.0,,0.0,27.4,25.6,8000.0,2.0,1.0,1.0,3.0,2.0,4.0,1.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,96525,Tanjung Selor (Indonesia),2.83,117.37,50,96525,2.83,117.37,20191119150000,1009.9,0.17,2.0,1009.0,,0.0,26.2,23.7,8000.0,2.0,1.0,1.0,5.0,3.0,4.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,96529,Tanjung Redep / Berau (Indonesia),2.15,117.43,26,96529,2.15,117.43,20191119150000,1010.8,0.14,2.0,1010.0,,0.0,25.4,24.8,6000.0,2.0,1.0,1.0,6.0,4.0,4.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,96557,Nangapinoh (Indonesia),-0.34,111.74,37,96557,-0.34,111.74,20191119150000,1010.2,0.14,2.0,1010.0,230.0,1.0,25.9,24.2,5000.0,13.0,2.0,2.0,5.0,3.0,4.0,9.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,96559,Sintang (Indonesia),0.06,111.47,30,96559,0.06,111.47,20191119150000,1010.0,0.15,1.0,1010.0,240.0,1.0,25.4,25.0,5000.0,10.0,0.0,0.0,3.0,2.0,4.0,1.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,96581,Pontianak / Supadio (Indonesia),-0.14,109.4,3,96581,-0.14,109.4,20191119150000,1010.9,0.06,0.0,1010.0,,0.0,24.9,23.7,6000.0,2.0,1.0,1.0,7.0,4.0,4.0,1.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,96595,Muaratewe / Beringin (Indonesia),-0.94,114.89,60,96595,-0.94,114.89,20191119150000,1009.7,0.13,2.0,1009.0,,0.0,26.6,24.2,6000.0,13.0,1.0,0.0,5.0,3.0,4.0,9.0,3.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,96615,Ketapang / Rahadi Usmaman (Indonesia),-1.81,109.96,9,96615,-1.81,109.96,20191119150000,1011.4,0.14,1.0,1011.0,,0.0,26.8,25.0,6000.0,2.0,1.0,1.0,5.0,2.0,4.0,1.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,96633,Balikpapan / Sepinggan (Indonesia),-1.26,116.89,3,96633,-1.26,116.89,20191119150000,1009.3,0.11,0.0,1009.0,,0.0,29.1,25.9,9000.0,2.0,1.0,1.0,6.0,3.0,5.0,2.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,96645,Pangkalan Bun/Iskandar (Indonesia),-2.7,111.66,25,96645,-2.7,111.66,20191119150000,1010.9,0.15,2.0,1010.0,,0.0,26.6,24.8,6000.0,2.0,1.0,1.0,5.0,5.0,4.0,8.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,96655,Palangka Raya/Tjilik Riwut (Indonesia),-2.22,113.94,27,96655,-2.22,113.94,20191119150000,1011.8,0.1,2.0,1011.0,190.0,1.5,25.6,23.6,8000.0,2.0,1.0,1.0,6.0,5.0,4.0,5.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,96685,Banjarmasin / Syamsuddin Noor (Indonesia),-3.43,114.75,20,96685,-3.43,114.75,20191119150000,1009.8,0.12,2.0,1009.0,80.0,3.6,26.6,25.0,5000.0,5.0,2.0,2.0,6.0,1.0,4.0,5.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,96695,Kotabaru (Indonesia),-3.29,116.16,18,96695,-3.29,116.16,20191119150000,1009.8,0.07,1.0,1009.0,,0.0,26.6,26.1,7000.0,2.0,1.0,1.0,7.0,4.0,4.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,96737,Serang (Indonesia),-6.11,106.13,40,96737,-6.11,106.13,20191119150000,1009.7,0.16,0.0,1009.0,,0.0,27.8,24.3,5000.0,5.0,2.0,2.0,6.0,3.0,4.0,5.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,96739,Curug / Budiarto (Indonesia),-6.29,106.56,46,96739,-6.29,106.56,20191119150000,1011.4,0.14,2.0,1011.0,330.0,2.6,26.8,23.8,9000.0,2.0,1.0,1.0,7.0,3.0,4.0,5.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,96741,Jakarta / Tanjung Priok (Indonesia),-6.09,106.86,2,96741,-6.09,106.86,20191119150000,1010.8,0.16,2.0,1010.0,,0.0,30.0,24.9,5000.0,2.0,1.0,1.0,4.0,2.0,5.0,5.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,96745,Jakarta / Observatory (Indonesia),-6.18,106.83,8,96745,-6.18,106.83,20191119150000,1010.2,0.16,2.0,1010.0,,0.0,27.6,22.3,6000.0,2.0,1.0,1.0,5.0,1.0,5.0,5.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,96749,Jakarta / Soekarno-Hatta (Indonesia),-6.12,106.65,8,96749,-6.12,106.65,20191119150000,1011.2,0.16,2.0,1011.0,190.0,2.6,28.4,23.2,7000.0,2.0,1.0,1.0,6.0,3.0,5.0,4.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,96751,Citeko / Puncak (Indonesia),-6.69,106.93,920,96751,-6.69,106.93,20191119150000,1010.4,0.13,0.0,1010.0,150.0,0.5,21.0,19.8,6000.0,29.0,9.0,6.0,8.0,7.0,5.0,9.0,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
41,96781,Bandung / Husein (Indonesia),-6.9,107.57,740,96781,-6.9,107.57,20191119150000,1016.3,0.16,2.0,1016.0,,0.0,22.8,21.3,5000.0,5.0,2.0,2.0,5.0,3.0,4.0,5.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,96791,Jatiwangi (Indonesia),-6.75,108.26,50,96791,-6.75,108.26,20191119150000,1011.3,0.19,1.0,1011.0,90.0,0.5,29.2,23.7,9000.0,2.0,1.0,1.0,4.0,3.0,5.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,96797,Tegal (Indonesia),-6.86,109.12,10,96797,-6.86,109.12,20191119150000,1011.0,0.2,0.0,1011.0,,0.0,28.4,23.7,7000.0,2.0,6.0,2.0,7.0,4.0,5.0,5.0,7.0,1.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
44,96805,Cilacap (Indonesia),-7.64,109.05,6,96805,-7.64,109.05,20191119150000,1011.7,0.17,2.0,1011.0,140.0,1.0,27.4,24.5,7000.0,2.0,1.0,1.0,7.0,6.0,5.0,5.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,96837,Semarang (Indonesia),-6.96,110.41,3,96837,-6.96,110.41,20191119150000,1010.4,0.17,2.0,1010.0,340.0,1.5,30.0,23.0,7000.0,5.0,2.0,2.0,6.0,4.0,5.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,96839,Semarang / Ahmadyani (Indonesia),-6.97,110.37,3,96839,-6.97,110.37,20191119150000,1010.4,0.17,2.0,1010.0,280.0,1.5,29.6,24.0,6000.0,2.0,1.0,1.0,6.0,3.0,4.0,5.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,96925,Sangkapura Bawean Island  (Indonesia),-5.85,112.65,3,96925,-5.85,112.65,20191119150000,1009.8,0.12,2.0,1009.0,80.0,1.5,28.2,24.4,10000.0,2.0,1.0,1.0,4.0,3.0,4.0,2.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,96933,Surabaya / Perak (Indonesia),-7.21,112.71,3,96933,-7.21,112.71,20191119150000,1009.9,0.1,2.0,1009.0,,0.0,30.2,25.4,9000.0,2.0,1.0,1.0,4.0,1.0,5.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,96935,Surabaya / Juanda (Indonesia),-7.37,112.79,3,96935,-7.37,112.79,20191119150000,1009.9,0.09,1.0,1009.0,90.0,1.5,29.7,24.7,8000.0,2.0,1.0,1.0,4.0,1.0,5.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,96937,Surabaya/Perak Ii (Indonesia),-7.21,112.71,3,96937,-7.21,112.71,20191119150000,1009.9,0.1,2.0,1009.0,70.0,1.5,29.3,25.8,9000.0,2.0,1.0,1.0,4.0,1.0,5.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,96973,Kalianget Madura Island  (Indonesia),-7.05,113.96,3,96973,-7.05,113.96,20191119150000,1009.8,0.08,2.0,1009.0,,0.0,28.6,25.7,8000.0,2.0,1.0,1.0,4.0,2.0,5.0,2.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,96987,Banyuwangi (Indonesia),-8.21,114.38,5,96987,-8.21,114.38,20191119150000,1009.7,0.06,2.0,1009.0,,0.0,27.2,24.0,8000.0,2.0,1.0,1.0,5.0,4.0,4.0,5.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,97008,Tahuna (Indonesia),3.68,125.52,38,97008,3.68,125.52,20191119150000,1009.4,0.0,0.0,1009.0,220.0,1.5,25.0,23.3,9000.0,2.0,1.0,1.0,1.0,1.0,5.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,97014,Menado / Dr. Sam Ratulangi (Indonesia),1.54,124.92,80,97014,1.54,124.92,20191119150000,1009.8,-0.01,8.0,1009.0,50.0,1.0,24.6,22.7,10000.0,2.0,1.0,1.0,5.0,3.0,5.0,2.0,7.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,97016,Bitung (Indonesia),1.43,125.18,3,97016,1.43,125.18,20191119150000,1009.7,-0.02,8.0,1009.0,,0.0,25.0,23.3,12000.0,2.0,1.0,1.0,2.0,1.0,5.0,1.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,97028,Toli-Toli / Lalos (Indonesia),1.12,120.79,2,97028,1.12,120.79,20191119150000,1009.8,0.07,1.0,1009.0,90.0,1.0,25.8,23.4,8000.0,2.0,1.0,1.0,3.0,1.0,5.0,5.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,97048,Gorontalo / Jalaluddin (Indonesia),0.63,122.85,2,97048,0.63,122.85,20191119150000,1008.5,0.02,2.0,1008.0,,0.0,26.5,24.6,10000.0,2.0,1.0,1.0,6.0,3.0,4.0,2.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,97072,Palu / Mutiara (Indonesia),-0.91,119.9,6,97072,-0.91,119.9,20191119150000,1011.4,0.07,0.0,1011.0,,0.0,26.6,23.6,7000.0,2.0,9.0,6.0,7.0,3.0,4.0,5.0,7.0,1.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
59,97086,Luwuk / Bubung (Indonesia),-1.04,122.77,2,97086,-1.04,122.77,20191119150000,1009.9,0.05,1.0,1009.0,310.0,3.1,26.2,22.8,10000.0,21.0,6.0,6.0,4.0,2.0,5.0,2.0,4.0,1.0,,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,
60,97096,Poso / Kasiguncu (Indonesia),-1.42,120.65,2,97096,-1.42,120.65,20191119150000,1009.8,0.08,2.0,1009.0,200.0,3.6,25.0,23.5,4000.0,95.0,9.0,6.0,7.0,3.0,4.0,3.0,2.0,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
61,97120,Majene (Indonesia),-2.5,119.0,8,97120,-2.5,119.0,20191119150000,1010.2,0.08,1.0,1010.0,,0.0,26.9,24.2,10000.0,2.0,1.0,1.0,5.0,2.0,4.0,2.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,97126,Masamba (Indonesia),-2.55,120.32,50,97126,-2.55,120.32,20191119150000,1010.1,0.05,0.0,1010.0,,0.0,25.8,22.9,8000.0,2.0,1.0,1.0,4.0,2.0,4.0,5.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,97180,Ujung Pandang / Hasanuddin (Indonesia),-5.07,119.54,14,97180,-5.07,119.54,20191119150000,1009.8,0.04,2.0,1009.0,90.0,1.5,26.2,23.2,8000.0,2.0,1.0,1.0,3.0,1.0,5.0,1.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,97182,Ujang Pandang (Indonesia),-5.06,119.55,14,97182,-5.06,119.55,20191119150000,1009.4,0.06,1.0,1009.0,80.0,1.5,28.4,23.7,10000.0,2.0,1.0,1.0,4.0,2.0,5.0,8.0,7.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,97192,Bau-Bau / Beto Ambiri (Indonesia),-5.48,122.56,2,97192,-5.48,122.56,20191119150000,1011.6,-0.01,7.0,1011.0,60.0,3.1,27.4,22.7,5000.0,2.0,1.0,1.0,2.0,1.0,4.0,5.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,97230,Denpasar / Ngurah-Rai (Indonesia),-8.74,115.16,1,97230,-8.74,115.16,20191119150000,1010.5,0.06,2.0,1010.0,150.0,2.1,27.6,23.5,10000.0,2.0,1.0,1.0,8.0,5.0,4.0,2.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,97240,Ampenan / Selaparang (Indonesia),-8.56,116.09,3,97240,-8.56,116.09,20191119150000,1011.3,0.06,2.0,1011.0,,0.0,27.5,24.5,7000.0,2.0,1.0,1.0,2.0,1.0,4.0,1.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,97260,Sumbawa Besar / Sumbawa Besar (Indonesia),-8.48,117.41,3,97260,-8.48,117.41,20191119150000,1009.1,0.05,0.0,1009.0,130.0,1.5,27.3,23.6,8000.0,2.0,1.0,1.0,2.0,2.0,5.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,97270,Bima (Indonesia),-8.54,118.69,2,97270,-8.54,118.69,20191119150000,1010.2,0.04,1.0,1010.0,180.0,3.1,28.0,24.2,6000.0,2.0,1.0,1.0,4.0,2.0,4.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,97300,Maumere / Wai Oti (Indonesia),-8.63,122.23,3,97300,-8.63,122.23,20191119150000,1011.0,0.0,0.0,1011.0,180.0,2.1,27.4,23.7,8000.0,2.0,1.0,1.0,2.0,2.0,4.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,97310,Larantuka (Indonesia),-8.27,123.0,9,97310,-8.27,123.0,20191119150000,1009.8,0.0,0.0,1009.0,,0.0,26.9,22.4,8000.0,2.0,1.0,1.0,1.0,1.0,5.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,97320,Alor / Mali (Indonesia),-8.13,124.59,12,97320,-8.13,124.59,20191119150000,1010.4,0.02,0.0,1010.0,,0.0,26.6,22.3,8000.0,2.0,1.0,1.0,1.0,1.0,5.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,97340,Waingapu / Mau Hau (Indonesia),-9.66,120.29,12,97340,-9.66,120.29,20191119150000,1010.9,-0.03,8.0,1010.0,200.0,1.5,27.5,23.8,5000.0,2.0,1.0,1.0,1.0,1.0,5.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,97372,Kupang / El Tari (Indonesia),-10.17,123.67,108,97372,-10.17,123.67,20191119150000,1011.0,-0.02,8.0,1011.0,110.0,3.1,27.2,24.3,8000.0,2.0,1.0,1.0,2.0,2.0,4.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,97378,Rote / Baa (Indonesia),-10.76,123.07,1,97378,-10.76,123.07,20191119150000,1015.7,0.01,0.0,1015.0,140.0,2.6,27.2,22.7,10000.0,2.0,1.0,1.0,1.0,1.0,5.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,97380,Sabu / Tardamu (Indonesia),-10.49,121.84,26,97380,-10.49,121.84,20191119150000,1010.4,0.02,0.0,1010.0,,0.0,28.6,24.0,6000.0,2.0,1.0,1.0,1.0,1.0,4.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,97406,Galela / Gamarmalamu (Indonesia),1.83,127.78,8,97406,1.83,127.78,20191119150000,1009.2,-0.02,7.0,1009.0,,0.0,23.2,22.5,10000.0,2.0,1.0,1.0,2.0,2.0,4.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,97430,Ternate / Babullah (Indonesia),0.82,127.38,23,97430,0.82,127.38,20191119150000,1010.6,,,1010.0,250.0,1.5,25.4,23.0,10000.0,2.0,1.0,1.0,3.0,1.0,4.0,2.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,97460,Labuha/Oesman Sadik (Indonesia),-0.64,127.49,3,97460,-0.64,127.49,20191119150000,1009.7,0.01,4.0,1009.0,170.0,1.0,25.2,21.2,9000.0,2.0,1.0,1.0,5.0,2.0,4.0,8.0,3.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,97502,Deo Sorong (Indonesia),-0.89,131.28,3,97502,-0.89,131.28,20191119150000,1009.2,-0.03,6.0,1009.0,30.0,1.0,25.7,24.3,7000.0,2.0,1.0,1.0,5.0,3.0,4.0,1.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,97530,Manokwari / Rendani (Indonesia),-0.89,134.05,3,97530,-0.89,134.05,20191119150000,1007.9,-0.16,7.0,1007.0,270.0,3.1,25.6,22.9,5000.0,2.0,1.0,1.0,6.0,3.0,4.0,1.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,97560,Biak / Mokmer (Indonesia),-1.18,136.1,11,97560,-1.18,136.1,20191119150000,1008.5,-0.11,7.0,1008.0,320.0,1.5,25.4,24.3,10000.0,2.0,1.0,1.0,6.0,3.0,4.0,2.0,3.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,97570,Serui / Yendosa (Indonesia),-1.87,136.24,3,97570,-1.87,136.24,20191119150000,1007.3,-0.1,6.0,1007.0,20.0,2.6,26.0,23.3,,13.0,2.0,2.0,7.0,3.0,4.0,9.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,97580,Sarmi (Indonesia),-1.87,138.75,3,97580,-1.87,138.75,20191119150000,1008.1,-0.12,7.0,1008.0,,0.0,25.2,23.8,8000.0,2.0,1.0,1.0,5.0,4.0,4.0,8.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,97600,Sanana (Indonesia),-2.09,125.96,2,97600,-2.09,125.96,20191119150000,1009.6,0.01,2.0,1009.0,300.0,0.5,27.0,24.3,9000.0,2.0,1.0,1.0,4.0,2.0,4.0,2.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,97630,Fak-Fak / Torea (Indonesia),-2.91,132.26,130,97630,-2.91,132.26,20191119150000,1010.7,-0.1,7.0,1010.0,20.0,1.5,24.3,22.8,5000.0,2.0,1.0,1.0,6.0,4.0,4.0,9.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,97690,Jayapura / Sentani (Indonesia),-2.57,140.51,99,97690,-2.57,140.51,20191119150000,1007.5,-0.09,7.0,1007.0,,0.0,25.4,22.5,10000.0,2.0,1.0,1.0,5.0,2.0,4.0,2.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
