,Station Number,Station Name,latitude,longitude,Elevation,#id,lat,lon,date,mslp,tend,ctend,QNH,dd,ff,t,td,vv,ww,w1,w2,n,nbas,hbas,cl,cm,ch,rr1,rr3,rr6,rr12,rr24,tmin10,rayg01,tn12,tx12,tn24,tx24,n1,n1type,n1h,n2,n2type,n2h,n3,n3type,n3h,n4,n4type,n4h,htsnow,frsnow,rr_per,tmer,Unnamed: 49
27,96557,Nangapinoh (Indonesia),-0.34,111.74,37,96557,-0.34,111.74,20191119120000,1008.8,0.21,2.0,1008.0,240.0,1.0,28.9,24.7,7000.0,13.0,2.0,1.0,4.0,3.0,4.0,9.0,1.0,1.0,,,0.0,,,,,,,,33.7,,,,,,,,,,,,,,,,,
28,96559,Sintang (Indonesia),0.06,111.47,30,96559,0.06,111.47,20191119120000,1008.5,0.23,3.0,1008.0,,0.0,26.5,25.6,5000.0,13.0,1.0,1.0,3.0,2.0,4.0,9.0,3.0,2.0,,,0.0,,,,,,,,33.2,,,,,,,,,,,,,,,,,
29,96565,Putusibau (Indonesia),0.83,112.93,34,96565,0.83,112.93,20191119120000,1009.8,0.22,2.0,1009.0,,0.0,28.7,25.3,8000.0,2.0,1.0,1.0,4.0,3.0,4.0,1.0,1.0,1.0,,,0.0,,,,,,,,33.6,,,,,,,,,,,,,,,,,
30,96581,Pontianak / Supadio (Indonesia),-0.14,109.4,3,96581,-0.14,109.4,20191119120000,1010.3,0.27,2.0,1010.0,330.0,4.1,25.6,23.6,6000.0,13.0,9.0,2.0,7.0,5.0,4.0,9.0,3.0,1.0,,,0.0,,,,,,,,32.7,,,,,,,,,,,,,,,,,
31,96595,Muaratewe / Beringin (Indonesia),-0.94,114.89,60,96595,-0.94,114.89,20191119120000,1008.4,0.22,2.0,1008.0,210.0,1.5,28.2,24.1,9000.0,2.0,1.0,1.0,2.0,1.0,4.0,5.0,3.0,2.0,,,0.0,,,,,,,,34.2,,,,,,,,,,,,,,,,,
32,96607,Samarinda / Temindung (Indonesia),-0.48,117.15,230,96607,-0.48,117.15,20191119120000,1009.4,0.22,2.0,1009.0,170.0,1.0,29.0,24.7,8000.0,2.0,1.0,1.0,5.0,3.0,4.0,2.0,2.0,1.0,,,0.0,,,,,,,,33.2,,,,,,,,,,,,,,,,,
33,96615,Ketapang / Rahadi Usmaman (Indonesia),-1.81,109.96,9,96615,-1.81,109.96,20191119120000,1010.0,0.19,2.0,1010.0,250.0,1.5,27.8,24.5,6000.0,2.0,1.0,1.0,5.0,1.0,4.0,2.0,3.0,1.0,,,0.0,,,,,,,,31.7,,,,,,,,,,,,,,,,,
34,96633,Balikpapan / Sepinggan (Indonesia),-1.26,116.89,3,96633,-1.26,116.89,20191119120000,1008.2,0.2,2.0,1008.0,90.0,1.5,29.3,26.4,9000.0,2.0,1.0,1.0,5.0,1.0,5.0,2.0,3.0,1.0,,,0.0,,,,,,,,31.6,,,,,,,,,,,,,,,,,
35,96645,Pangkalan Bun/Iskandar (Indonesia),-2.7,111.66,25,96645,-2.7,111.66,20191119120000,1009.4,0.19,2.0,1009.0,,0.0,27.6,25.0,5000.0,2.0,1.0,1.0,5.0,3.0,4.0,8.0,2.0,1.0,,,0.0,,,,,,,,31.7,,,,,,,,,,,,,,,,,
36,96655,Palangka Raya/Tjilik Riwut (Indonesia),-2.22,113.94,27,96655,-2.22,113.94,20191119120000,1010.8,0.2,2.0,1010.0,200.0,1.5,27.0,24.0,9000.0,2.0,9.0,2.0,6.0,4.0,4.0,5.0,2.0,1.0,,,0.0,,,,,,,,31.0,,,,,,,,,,,,,,,,,
37,96685,Banjarmasin / Syamsuddin Noor (Indonesia),-3.43,114.75,20,96685,-3.43,114.75,20191119120000,1008.6,0.13,2.0,1008.0,240.0,1.0,27.6,24.6,10000.0,2.0,1.0,1.0,6.0,2.0,4.0,5.0,1.0,1.0,,,0.1,,,,,,,,32.4,,,,,,,,,,,,,,,,,
38,96695,Kotabaru (Indonesia),-3.29,116.16,18,96695,-3.29,116.16,20191119120000,1009.1,0.17,3.0,1009.0,,0.0,27.6,26.4,7000.0,2.0,1.0,1.0,7.0,4.0,4.0,2.0,2.0,1.0,,,0.0,,,,,,,,30.8,,,,,,,,,,,,,,,,,
39,96737,Serang (Indonesia),-6.11,106.13,40,96737,-6.11,106.13,20191119120000,1008.1,0.17,3.0,1008.0,,0.0,29.6,24.9,7000.0,13.0,2.0,1.0,5.0,3.0,4.0,9.0,2.0,1.0,,,0.0,,,,,,,,34.9,,,,,,,,,,,,,,,,,
40,96739,Curug / Budiarto (Indonesia),-6.29,106.56,46,96739,-6.29,106.56,20191119120000,1010.0,0.25,2.0,1010.0,320.0,2.1,29.5,23.6,10000.0,2.0,1.0,1.0,6.0,3.0,4.0,5.0,2.0,2.0,,,0.0,,,,,,,,35.0,,,,,,,,,,,,,,,,,
41,96741,Jakarta / Tanjung Priok (Indonesia),-6.09,106.86,2,96741,-6.09,106.86,20191119120000,1009.2,0.18,2.0,1009.0,10.0,2.1,30.4,24.8,5000.0,2.0,1.0,1.0,4.0,1.0,5.0,5.0,1.0,1.0,,,0.0,,,,,,,,32.8,,,,,,,,,,,,,,,,,
42,96745,Jakarta / Observatory (Indonesia),-6.18,106.83,8,96745,-6.18,106.83,20191119120000,1008.6,0.16,1.0,1008.0,,0.0,28.2,22.7,6000.0,2.0,1.0,1.0,5.0,1.0,5.0,5.0,2.0,1.0,,,0.0,,,,,,,,33.0,,,,,,,,,,,,,,,,,
43,96749,Jakarta / Soekarno-Hatta (Indonesia),-6.12,106.65,8,96749,-6.12,106.65,20191119120000,1009.6,0.2,3.0,1009.0,360.0,1.5,29.5,23.9,8000.0,2.0,1.0,1.0,5.0,2.0,5.0,4.0,2.0,1.0,,,0.0,,,,,,,,33.8,,,,,,,,,,,,,,,,,
44,96751,Citeko / Puncak (Indonesia),-6.69,106.93,920,96751,-6.69,106.93,20191119120000,1009.1,0.21,3.0,1009.0,,0.0,21.8,20.4,4000.0,95.0,9.0,6.0,8.0,8.0,5.0,9.0,,,,,9.0,,,,,,,,28.8,,,,,,,,,,,,,,,,,
45,96781,Bandung / Husein (Indonesia),-6.9,107.57,740,96781,-6.9,107.57,20191119120000,1014.7,0.27,2.0,1014.0,310.0,3.1,23.8,21.3,4000.0,5.0,6.0,2.0,5.0,3.0,4.0,5.0,3.0,1.0,,10.0,10.0,,,,,,,,31.8,,,,,,,,,,,,,,,,,
46,96791,Jatiwangi (Indonesia),-6.75,108.26,50,96791,-6.75,108.26,20191119120000,1009.4,0.27,2.0,1009.0,90.0,2.1,31.2,23.6,8000.0,2.0,1.0,1.0,3.0,3.0,5.0,2.0,0.0,1.0,,,0.0,,,,,,,,38.2,,,,,,,,,,,,,,,,,
47,96797,Tegal (Indonesia),-6.86,109.12,10,96797,-6.86,109.12,20191119120000,1009.0,0.17,2.0,1009.0,,0.0,29.8,24.3,8000.0,2.0,1.0,1.0,6.0,1.0,5.0,5.0,2.0,1.0,,,0.0,,,,,,,,33.2,,,,,,,,,,,,,,,,,
48,96805,Cilacap (Indonesia),-7.64,109.05,6,96805,-7.64,109.05,20191119120000,1010.0,0.21,2.0,1010.0,120.0,1.5,27.8,25.1,7000.0,2.0,1.0,1.0,5.0,3.0,5.0,5.0,1.0,1.0,,,0.0,,,,,,,,31.4,,,,,,,,,,,,,,,,,
49,96837,Semarang (Indonesia),-6.96,110.41,3,96837,-6.96,110.41,20191119120000,1008.7,0.21,2.0,1008.0,330.0,1.5,30.4,23.7,7000.0,5.0,2.0,1.0,6.0,4.0,5.0,2.0,2.0,1.0,,,0.0,,,,,,,,35.0,,,,,,,,,,,,,,,,,
50,96839,Semarang / Ahmadyani (Indonesia),-6.97,110.37,3,96839,-6.97,110.37,20191119120000,1008.7,0.19,2.0,1008.0,280.0,2.1,30.4,23.3,7000.0,13.0,2.0,2.0,5.0,2.0,4.0,9.0,3.0,1.0,,,0.0,,,,,,,,34.3,,,,,,,,,,,,,,,,,
51,96925,Sangkapura Bawean Island  (Indonesia),-5.85,112.65,3,96925,-5.85,112.65,20191119120000,1008.6,0.13,2.0,1008.0,60.0,2.6,29.0,23.1,10000.0,2.0,1.0,1.0,4.0,3.0,4.0,2.0,0.0,1.0,,,0.0,,,,,,,,32.8,,,,,,,,,,,,,,,,,
52,96933,Surabaya / Perak (Indonesia),-7.21,112.71,3,96933,-7.21,112.71,20191119120000,1008.9,0.21,1.0,1008.0,60.0,1.0,31.0,23.6,9000.0,2.0,1.0,1.0,4.0,1.0,5.0,1.0,1.0,1.0,,,0.0,,,,,,,,36.0,,,,,,,,,,,,,,,,,
53,96935,Surabaya / Juanda (Indonesia),-7.37,112.79,3,96935,-7.37,112.79,20191119120000,1009.0,0.21,2.0,1009.0,100.0,2.6,30.9,22.2,8000.0,2.0,1.0,1.0,4.0,,5.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
54,96937,Surabaya/Perak Ii (Indonesia),-7.21,112.71,3,96937,-7.21,112.71,20191119120000,1008.9,0.21,1.0,1008.0,60.0,2.1,30.6,24.2,9000.0,2.0,1.0,1.0,4.0,1.0,5.0,1.0,1.0,1.0,,,0.0,,,,,,,,37.3,,,,,,,,,,,,,,,,,
55,96973,Kalianget Madura Island  (Indonesia),-7.05,113.96,3,96973,-7.05,113.96,20191119120000,1009.0,0.17,2.0,1009.0,90.0,2.6,29.8,23.5,8000.0,2.0,1.0,1.0,5.0,2.0,5.0,2.0,3.0,1.0,,,0.0,,,,,,,,34.0,,,,,,,,,,,,,,,,,
56,96987,Banyuwangi (Indonesia),-8.21,114.38,5,96987,-8.21,114.38,20191119120000,1009.1,0.21,2.0,1009.0,,0.0,27.8,24.3,8000.0,2.0,1.0,1.0,5.0,4.0,4.0,5.0,1.0,1.0,,,0.0,,,,,,,,32.6,,,,,,,,,,,,,,,,,
57,97008,Tahuna (Indonesia),3.68,125.52,38,97008,3.68,125.52,20191119120000,1009.4,0.2,2.0,1009.0,,0.0,26.0,23.8,9000.0,2.0,1.0,1.0,1.0,1.0,5.0,1.0,0.0,1.0,,,0.0,,,,,,,,32.4,,,,,,,,,,,,,,,,,
58,97014,Menado / Dr. Sam Ratulangi (Indonesia),1.54,124.92,80,97014,1.54,124.92,20191119120000,1009.9,0.22,2.0,1009.0,90.0,1.0,26.2,24.1,10000.0,2.0,1.0,1.0,5.0,3.0,5.0,8.0,7.0,1.0,,,0.0,,,,,,,,32.3,,,,,,,,,,,,,,,,,
59,97016,Bitung (Indonesia),1.43,125.18,3,97016,1.43,125.18,20191119120000,1009.9,0.18,2.0,1009.0,,0.0,26.0,23.7,12000.0,2.0,6.0,1.0,3.0,2.0,5.0,2.0,3.0,1.0,,,0.5,,,,,,,,34.0,,,,,,,,,,,,,,,,,
60,97028,Toli-Toli / Lalos (Indonesia),1.12,120.79,2,97028,1.12,120.79,20191119120000,1009.1,0.22,2.0,1009.0,90.0,1.5,27.6,24.2,8000.0,2.0,1.0,1.0,3.0,1.0,5.0,5.0,2.0,1.0,,,0.0,,,,,,,,32.0,,,,,,,,,,,,,,,,,
61,97048,Gorontalo / Jalaluddin (Indonesia),0.63,122.85,2,97048,0.63,122.85,20191119120000,1007.9,0.17,2.0,1007.0,240.0,1.5,28.0,24.5,10000.0,2.0,1.0,1.0,6.0,3.0,4.0,2.0,3.0,1.0,,,0.9,,,,,,,,34.4,,,,,,,,,,,,,,,,,
62,97072,Palu / Mutiara (Indonesia),-0.91,119.9,6,97072,-0.91,119.9,20191119120000,1010.7,0.3,2.0,1010.0,360.0,3.6,29.0,23.8,7000.0,17.0,2.0,2.0,7.0,4.0,4.0,9.0,7.0,1.0,,,0.0,,,,,,,,35.4,,,,,,,,,,,,,,,,,
63,97086,Luwuk / Bubung (Indonesia),-1.04,122.77,2,97086,-1.04,122.77,20191119120000,1009.4,0.23,1.0,1009.0,290.0,1.5,28.3,24.3,10000.0,2.0,0.0,0.0,3.0,2.0,5.0,2.0,4.0,1.0,,,0.0,,,,,,,,33.2,,,,,,,,,,,,,,,,,
64,97096,Poso / Kasiguncu (Indonesia),-1.42,120.65,2,97096,-1.42,120.65,20191119120000,1009.0,0.22,2.0,1009.0,,0.0,28.2,25.9,9000.0,2.0,1.0,1.0,4.0,2.0,4.0,2.0,2.0,1.0,,,0.0,,,,,,,,32.8,,,,,,,,,,,,,,,,,
65,97120,Majene (Indonesia),-2.5,119.0,8,97120,-2.5,119.0,20191119120000,1009.4,0.18,2.0,1009.0,,0.0,28.2,24.1,9000.0,2.0,1.0,1.0,6.0,2.0,4.0,2.0,3.0,1.0,,,0.0,,,,,,,,32.0,,,,,,,,,,,,,,,,,
66,97126,Masamba (Indonesia),-2.55,120.32,50,97126,-2.55,120.32,20191119120000,1009.6,0.23,2.0,1009.0,,0.0,27.0,23.3,8000.0,2.0,1.0,1.0,4.0,2.0,4.0,5.0,2.0,0.0,,,0.0,,,,,,,,33.4,,,,,,,,,,,,,,,,,
67,97142,Kolaka / Poma (Indonesia),-4.18,121.61,3,97142,-4.18,121.61,20191119120000,1009.0,0.17,1.0,1009.0,80.0,1.5,28.2,22.3,10000.0,2.0,1.0,1.0,1.0,1.0,4.0,2.0,0.0,1.0,,,0.0,,,,,,,,35.2,,,,,,,,,,,,,,,,,
68,97146,Kendari / Woltermon-Ginsidi (Indonesia),-4.08,122.41,50,97146,-4.08,122.41,20191119120000,1010.9,0.25,2.0,1010.0,210.0,2.6,27.2,24.3,10000.0,2.0,1.0,1.0,3.0,3.0,4.0,4.0,1.0,1.0,,,0.0,,,,,,,,36.0,,,,,,,,,,,,,,,,,
69,97180,Ujung Pandang / Hasanuddin (Indonesia),-5.07,119.54,14,97180,-5.07,119.54,20191119120000,1009.4,0.17,2.0,1009.0,60.0,1.0,28.0,23.3,8000.0,1.0,6.0,2.0,4.0,1.0,5.0,2.0,3.0,2.0,,0.0,0.0,,,,,,,,34.0,,,,,,,,,,,,,,,,,
70,97182,Ujang Pandang (Indonesia),-5.06,119.55,14,97182,-5.06,119.55,20191119120000,1008.8,0.15,2.0,1008.0,210.0,1.5,29.8,24.6,10000.0,2.0,1.0,1.0,6.0,2.0,5.0,8.0,7.0,1.0,,,0.0,,,,,,,,33.8,,,,,,,,,,,,,,,,,
71,97192,Bau-Bau / Beto Ambiri (Indonesia),-5.48,122.56,2,97192,-5.48,122.56,20191119120000,1011.7,0.23,2.0,1011.0,90.0,1.5,28.6,22.5,8000.0,2.0,1.0,1.0,2.0,1.0,5.0,5.0,0.0,1.0,,,0.0,,,,,,,,34.4,,,,,,,,,,,,,,,,,
72,97230,Denpasar / Ngurah-Rai (Indonesia),-8.74,115.16,1,97230,-8.74,115.16,20191119120000,1009.9,0.18,2.0,1009.0,150.0,1.5,27.4,23.7,10000.0,2.0,1.0,1.0,7.0,2.0,4.0,2.0,7.0,2.0,,,0.0,,,,,,,,32.5,,,,,,,,,,,,,,,,,
73,97240,Ampenan / Selaparang (Indonesia),-8.56,116.09,3,97240,-8.56,116.09,20191119120000,1010.7,0.19,2.0,1010.0,160.0,0.5,28.3,24.8,7000.0,2.0,1.0,1.0,4.0,3.0,4.0,1.0,3.0,1.0,,,0.0,,,,,,,,34.4,,,,,,,,,,,,,,,,,
74,97260,Sumbawa Besar / Sumbawa Besar (Indonesia),-8.48,117.41,3,97260,-8.48,117.41,20191119120000,1008.6,0.13,3.0,1008.0,210.0,0.5,28.5,25.1,8000.0,2.0,1.0,1.0,3.0,3.0,5.0,1.0,0.0,1.0,,,0.0,,,,,,,,35.0,,,,,,,,,,,,,,,,,
75,97270,Bima (Indonesia),-8.54,118.69,2,97270,-8.54,118.69,20191119120000,1010.2,0.04,1.0,1010.0,180.0,3.1,28.0,24.2,6000.0,2.0,1.0,1.0,4.0,2.0,4.0,1.0,1.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
76,97284,Ruteng / Satartacik (Indonesia),-8.59,120.47,1170,97284,-8.59,120.47,20191119120000,1010.2,0.12,2.0,1010.0,20.0,1.5,19.2,17.2,8000.0,2.0,1.0,1.0,2.0,2.0,4.0,1.0,0.0,1.0,,,1.0,,,,,,,,26.0,,,,,,,,,,,,,,,,,
77,97300,Maumere / Wai Oti (Indonesia),-8.63,122.23,3,97300,-8.63,122.23,20191119120000,1011.0,0.21,1.0,1011.0,200.0,2.6,28.6,23.8,8000.0,2.0,1.0,1.0,3.0,3.0,4.0,1.0,0.0,1.0,,,0.0,,,,,,,,34.6,,,,,,,,,,,,,,,,,
78,97310,Larantuka (Indonesia),-8.27,123.0,9,97310,-8.27,123.0,20191119120000,1009.8,0.19,2.0,1009.0,210.0,1.0,29.0,22.5,8000.0,2.0,1.0,1.0,1.0,1.0,5.0,1.0,0.0,1.0,,,0.0,,,,,,,,33.2,,,,,,,,,,,,,,,,,
79,97320,Alor / Mali (Indonesia),-8.13,124.59,12,97320,-8.13,124.59,20191119120000,1010.2,0.16,1.0,1010.0,260.0,1.5,28.4,26.1,8000.0,2.0,1.0,1.0,1.0,1.0,5.0,1.0,0.0,1.0,,,0.0,,,,,,,,33.8,,,,,,,,,,,,,,,,,
80,97340,Waingapu / Mau Hau (Indonesia),-9.66,120.29,12,97340,-9.66,120.29,20191119120000,1010.6,0.2,1.0,1010.0,360.0,1.5,28.6,24.1,5000.0,2.0,1.0,1.0,1.0,1.0,5.0,1.0,0.0,1.0,,,0.0,,,,,,,,33.0,,,,,,,,,,,,,,,,,
81,97372,Kupang / El Tari (Indonesia),-10.17,123.67,108,97372,-10.17,123.67,20191119120000,1011.2,0.2,2.0,1011.0,130.0,2.6,28.4,24.6,8000.0,2.0,1.0,1.0,2.0,2.0,4.0,1.0,0.0,1.0,,,0.0,,,,,,,,33.5,,,,,,,,,,,,,,,,,
82,97378,Rote / Baa (Indonesia),-10.76,123.07,1,97378,-10.76,123.07,20191119120000,1015.8,0.21,3.0,1015.0,110.0,2.1,28.0,23.0,10000.0,2.0,1.0,1.0,1.0,1.0,5.0,1.0,0.0,1.0,,,0.0,,,,,,,,35.0,,,,,,,,,,,,,,,,,
83,97380,Sabu / Tardamu (Indonesia),-10.49,121.84,26,97380,-10.49,121.84,20191119120000,1010.2,0.2,1.0,1010.0,170.0,1.5,29.0,24.1,6000.0,2.0,1.0,1.0,1.0,1.0,4.0,1.0,0.0,1.0,,,0.0,,,,,,,,33.4,,,,,,,,,,,,,,,,,
84,97406,Galela / Gamarmalamu (Indonesia),1.83,127.78,8,97406,1.83,127.78,20191119120000,1009.4,0.19,2.0,1009.0,,0.0,24.8,24.0,10000.0,2.0,1.0,1.0,2.0,2.0,4.0,2.0,0.0,1.0,,,0.0,,,,,,,,34.5,,,,,,,,,,,,,,,,,
