,Station Number,Station Name,latitude,longitude,Elevation,#id,lat,lon,date,mslp,tend,ctend,QNH,dd,ff,t,td,vv,ww,w1,w2,n,nbas,hbas,cl,cm,ch,rr1,rr3,rr6,rr12,rr24,tmin10,rayg01,tn12,tx12,tn24,tx24,n1,n1type,n1h,n2,n2type,n2h,n3,n3type,n3h,n4,n4type,n4h,htsnow,frsnow,rr_per,tmer,Unnamed: 49
85,97430,Ternate / Babullah (Indonesia),0.82,127.38,23,97430,0.82,127.38,20191119120000,1010.7,0.16,3.0,1010.0,250.0,1.0,26.8,22.9,10000.0,2.0,1.0,1.0,3.0,1.0,4.0,2.0,3.0,1.0,,,0.0,,,,,,,,32.2,,,,,,,,,,,,,,,,,
86,97460,Labuha/Oesman Sadik (Indonesia),-0.64,127.49,3,97460,-0.64,127.49,20191119120000,1009.8,0.19,2.0,1009.0,,0.0,27.6,22.9,9000.0,2.0,1.0,1.0,6.0,3.0,4.0,8.0,7.0,2.0,,,0.0,,,,,,,,32.8,,,,,,,,,,,,,,,,,
87,97502,Deo Sorong (Indonesia),-0.89,131.28,3,97502,-0.89,131.28,20191119120000,1009.5,0.2,1.0,1009.0,50.0,1.5,27.0,24.4,7000.0,2.0,1.0,1.0,5.0,3.0,4.0,1.0,3.0,1.0,,,0.0,,,,,,,,32.7,,,,,,,,,,,,,,,,,
88,97530,Manokwari / Rendani (Indonesia),-0.89,134.05,3,97530,-0.89,134.05,20191119120000,1009.7,,,1009.0,,0.0,26.8,23.6,5000.0,2.0,1.0,1.0,6.0,2.0,4.0,0.0,2.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
89,97560,Biak / Mokmer (Indonesia),-1.18,136.1,11,97560,-1.18,136.1,20191119120000,1009.6,0.18,2.0,1009.0,320.0,1.5,26.7,25.1,10000.0,2.0,1.0,1.0,6.0,3.0,4.0,2.0,3.0,6.0,,,0.0,,,,,,,,31.2,,,,,,,,,,,,,,,,,
90,97570,Serui / Yendosa (Indonesia),-1.87,136.24,3,97570,-1.87,136.24,20191119120000,1008.3,0.18,1.0,1008.0,20.0,1.5,27.2,23.7,5000.0,2.0,1.0,1.0,6.0,2.0,4.0,1.0,3.0,1.0,,,0.0,,,,,,,,32.7,,,,,,,,,,,,,,,,,
91,97580,Sarmi (Indonesia),-1.87,138.75,3,97580,-1.87,138.75,20191119120000,1009.3,0.11,0.0,1009.0,,0.0,26.2,22.9,8000.0,2.0,1.0,1.0,7.0,4.0,4.0,9.0,3.0,2.0,,,0.0,,,,,,,,31.2,,,,,,,,,,,,,,,,,
92,97600,Sanana (Indonesia),-2.09,125.96,2,97600,-2.09,125.96,20191119120000,1009.5,0.17,2.0,1009.0,280.0,1.0,28.6,24.8,9000.0,2.0,1.0,1.0,4.0,2.0,4.0,2.0,3.0,1.0,,,0.0,,,,,,,,33.8,,,,,,,,,,,,,,,,,
93,97630,Fak-Fak / Torea (Indonesia),-2.91,132.26,130,97630,-2.91,132.26,20191119120000,1011.7,0.15,2.0,1011.0,40.0,2.1,25.4,23.5,5000.0,2.0,1.0,1.0,4.0,2.0,4.0,8.0,3.0,2.0,,,0.0,,,,,,,,30.3,,,,,,,,,,,,,,,,,
94,97682,Nabire (Indonesia),-3.36,135.49,3,97682,-3.36,135.49,20191119120000,1008.9,0.16,2.0,1008.0,140.0,2.6,27.8,25.4,3000.0,61.0,6.0,2.0,8.0,5.0,4.0,8.0,2.0,,,3.0,3.0,,,,,,,,33.2,,,,,,,,,,,,,,,,,
95,97690,Jayapura / Sentani (Indonesia),-2.57,140.51,99,97690,-2.57,140.51,20191119120000,1008.4,0.14,2.0,1008.0,,0.0,26.2,23.1,10000.0,2.0,1.0,1.0,5.0,2.0,4.0,2.0,3.0,1.0,,,0.0,,,,,,,,33.5,,,,,,,,,,,,,,,,,
96,97698,Jayapura (Indonesia),-2.36,140.71,3,97698,-2.36,140.71,20191119120000,1008.9,0.13,1.0,1008.0,,0.0,27.6,25.2,7000.0,15.0,2.0,2.0,7.0,3.0,4.0,9.0,7.0,2.0,,,0.0,,,,,,,,31.0,,,,,,,,,,,,,,,,,
97,97700,Namlea (Indonesia),-3.23,127.09,20,97700,-3.23,127.09,20191119120000,1008.1,0.2,2.0,1008.0,120.0,3.1,28.2,24.7,10000.0,2.0,1.0,1.0,6.0,3.0,4.0,2.0,3.0,2.0,,,0.0,,,,,,,,33.0,,,,,,,,,,,,,,,,,
98,97722,Amahai (Indonesia),-3.34,128.92,10,97722,-3.34,128.92,20191119120000,1010.1,0.18,2.0,1010.0,,0.0,26.1,25.3,12000.0,2.0,1.0,1.0,6.0,4.0,4.0,8.0,3.0,2.0,,,0.0,,,,,,,,31.3,,,,,,,,,,,,,,,,,
99,97724,Ambon / Pattimura (Indonesia),-3.7,128.08,12,97724,-3.7,128.08,20191119120000,1009.7,0.16,2.0,1009.0,310.0,2.1,26.7,23.7,10000.0,2.0,1.0,1.0,4.0,4.0,4.0,8.0,7.0,2.0,,,0.0,,,,,,,,32.0,,,,,,,,,,,,,,,,,
100,97748,Geser (Indonesia),-3.79,130.83,3,97748,-3.79,130.83,20191119120000,1009.9,0.18,1.0,1009.0,180.0,2.1,28.8,24.7,7000.0,5.0,2.0,2.0,5.0,2.0,4.0,2.0,3.0,2.0,,,0.0,,,,,,,,31.6,,,,,,,,,,,,,,,,,
101,97760,Kaimana / Utarom (Indonesia),-3.64,133.69,3,97760,-3.64,133.69,20191119120000,1009.9,0.21,2.0,1009.0,,0.0,26.3,24.4,7000.0,2.0,1.0,1.0,5.0,3.0,4.0,8.0,3.0,2.0,,,0.0,,,,,,,,32.4,,,,,,,,,,,,,,,,,
102,97780,Enarotali (Indonesia),-3.92,136.37,1770,97780,-3.92,136.37,20191119120000,1010.2,0.18,2.0,1010.0,,0.0,20.2,15.2,9000.0,2.0,1.0,1.0,5.0,2.0,4.0,2.0,3.0,4.0,,,0.0,,,,,,,,26.0,,,,,,,,,,,,,,,,,
103,97790,Neira (Indonesia),-4.52,129.9,4,97790,-4.52,129.9,20191119120000,1009.8,0.15,2.0,1009.0,210.0,0.5,26.0,23.4,8000.0,2.0,1.0,1.0,2.0,2.0,5.0,1.0,0.0,0.0,,,0.0,,,,,,,,32.6,,,,,,,,,,,,,,,,,
104,97796,Timika (Indonesia),-4.52,136.88,3,97796,-4.52,136.88,20191119120000,1011.1,0.25,2.0,1011.0,,0.0,26.8,23.1,6000.0,2.0,1.0,1.0,7.0,4.0,4.0,5.0,3.0,2.0,,,0.0,,,,,,,,32.5,,,,,,,,,,,,,,,,,
105,97810,Tual / Dumatubun (Indonesia),-5.66,132.73,12,97810,-5.66,132.73,20191119120000,1010.1,0.22,1.0,1010.0,,0.0,27.4,25.3,6000.0,2.0,1.0,1.0,6.0,2.0,4.0,2.0,3.0,2.0,,,0.0,,,,,,,,33.4,,,,,,,,,,,,,,,,,
106,97876,Tanah Merah / Tanah Merah (Indonesia),-6.09,140.3,16,97876,-6.09,140.3,20191119120000,1009.5,-0.01,8.0,1009.0,120.0,1.0,26.0,25.1,8000.0,13.0,2.0,2.0,7.0,6.0,3.0,9.0,6.0,2.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
107,97900,Saumlaki (Indonesia),-7.98,131.3,24,97900,-7.98,131.3,20191119120000,1010.1,0.18,1.0,1010.0,,0.0,27.8,24.2,15000.0,2.0,1.0,1.0,3.0,3.0,5.0,2.0,0.0,0.0,,,0.0,,,,,,,,33.3,,,,,,,,,,,,,,,,,
108,97980,Merauke / Mopah (Indonesia),-8.51,140.41,3,97980,-8.51,140.41,20191119120000,1009.5,0.02,2.0,1009.0,120.0,2.6,27.5,22.7,8000.0,2.0,1.0,1.0,4.0,3.0,4.0,1.0,3.0,1.0,,,0.0,,,,,,,,33.3,,,,,,,,,,,,,,,,,
