,Station Number,Station Name,latitude,longitude,Elevation,#id,lat,lon,date,mslp,tend,ctend,QNH,dd,ff,t,td,vv,ww,w1,w2,n,nbas,hbas,cl,cm,ch,rr1,rr3,rr6,rr12,rr24,tmin10,rayg01,tn12,tx12,tn24,tx24,n1,n1type,n1h,n2,n2type,n2h,n3,n3type,n3h,n4,n4type,n4h,htsnow,frsnow,rr_per,tmer,Unnamed: 49
10,96109,Pakanbaru / Simpangtiga (Indonesia),0.46,101.44,31,96109,0.46,101.44,20191119000000,1010.2,0.2,3.0,1010.0,,0.0,24.3,24.0,5000.0,5.0,2.0,2.0,8.0,5.0,4.0,5.0,7.0,2.0,,,,,9.0,,,,,23.7,,,,,,,,,,,,,,,,,,
11,96145,Tarempa (Indonesia),3.21,106.21,3,96145,3.21,106.21,20191119000000,1010.6,0.15,3.0,1010.0,,0.0,26.2,24.4,5000.0,5.0,2.0,2.0,6.0,3.0,4.0,2.0,7.0,1.0,,,,,0.0,,,,,24.6,,,,,,,,,,,,,,,,,,
12,96147,Ranai / Ranai (Indonesia),3.91,108.39,2,96147,3.91,108.39,20191119000000,1010.9,0.11,2.0,1010.0,20.0,2.1,25.5,24.3,10000.0,0.0,,,2.0,,4.0,,,,,,,,22.0,,,,,23.5,26.4,,,,,,,,,,,,,,,,,
13,96163,Mia Padang (Indonesia),-0.78,100.28,3,96163,-0.78,100.28,20191119000000,1009.9,0.12,3.0,1009.0,,0.0,25.1,24.4,4500.0,10.0,6.0,2.0,6.0,1.0,5.0,5.0,3.0,1.0,,,,,0.0,,,,,24.2,,,,,,,,,,,,,,,,,,
14,96171,Rengat/Japura (Indonesia),-0.34,102.33,46,96171,-0.34,102.33,20191119000000,1010.8,0.18,1.0,1010.0,,0.0,23.8,23.5,,,,,,,,,,,,,,,23.0,,,,,23.1,,,,,,,,,,,,,,,,,,
15,96179,Singkep / Dabo (Indonesia),-0.47,104.57,31,96179,-0.47,104.57,20191119000000,1010.4,0.18,1.0,1010.0,10.0,2.6,25.2,24.8,9000.0,61.0,6.0,6.0,7.0,3.0,4.0,8.0,2.0,8.0,,2.0,,,2.0,,,,,23.5,,,,,,,,,,,,,,,,,,
16,96195,Jambi / Sultan Taha (Indonesia),-1.63,103.64,25,96195,-1.63,103.64,20191119000000,1010.8,0.22,3.0,1010.0,210.0,2.6,23.6,22.8,5000.0,10.0,2.0,2.0,8.0,5.0,4.0,5.0,1.0,,,,,,4.0,,,,,23.4,,,,,,,,,,,,,,,,,,
17,96207,Kerinci / Depati Parbo (Indonesia),-2.09,101.46,782,96207,-2.09,101.46,20191119000000,1014.5,0.03,2.0,1014.0,,0.0,20.7,19.2,6000.0,2.0,1.0,1.0,5.0,1.0,4.0,1.0,3.0,1.0,,,,,0.0,,,,,18.2,,,,,,,,,,,,,,,,,,
18,96221,Palembang / Talangbetutu (Indonesia),-2.89,104.7,10,96221,-2.89,104.7,20191119000000,1010.8,0.18,3.0,1010.0,230.0,1.5,24.8,23.8,2000.0,10.0,2.0,2.0,7.0,5.0,4.0,1.0,3.0,1.0,,,,,2.0,,,,,24.1,,,,,,,,,,,,,,,,,,
19,96237,Pangkalpinang / Pangkalpinang (Indonesia),-2.16,106.13,33,96237,-2.16,106.13,20191119000000,1010.5,0.21,2.0,1010.0,270.0,1.0,25.2,24.0,9000.0,2.0,1.0,1.0,6.0,3.0,4.0,9.0,3.0,1.0,,,,,0.0,,,,,24.2,,,,,,,,,,,,,,,,,,
20,96249,Tanjungpandan / Buluh Tumbang (Indonesia),-2.75,107.75,44,96249,-2.75,107.75,20191119000000,1011.1,0.22,2.0,1011.0,,0.0,24.6,23.6,8000.0,2.0,1.0,1.0,7.0,3.0,5.0,2.0,3.0,2.0,,,,,36.0,,,,,23.0,,,,,,,,,,,,,,,,,,
21,96253,Bengkulu / Padangkemiling (Indonesia),-3.86,102.33,16,96253,-3.86,102.33,20191119000000,1009.2,0.15,2.0,1009.0,110.0,1.0,23.8,22.7,7000.0,2.0,6.0,2.0,5.0,1.0,5.0,1.0,3.0,2.0,,,,,40.0,,,,,22.7,,,,,,,,,,,,,,,,,,
22,96295,Tanjung Karang/Radin Inten Ii (Indonesia),-5.24,105.17,96,96295,-5.24,105.17,20191119000000,1010.6,0.08,2.0,1010.0,,0.0,24.2,21.5,8000.0,2.0,1.0,1.0,3.0,0.0,9.0,0.0,0.0,1.0,,,,,0.0,,,,,23.2,,,,,,,,,,,,,,,,,,
23,96505,Longbawan / Juvai Semaring (Indonesia),3.88,115.69,965,96505,3.88,115.69,20191119000000,1018.1,,,1018.0,,0.0,20.8,19.5,1000.0,11.0,2.0,2.0,8.0,5.0,3.0,6.0,2.0,,,,,,11.0,,,,,19.4,,,,,,,,,,,,,,,,,,
24,96509,Tarakan / Juwata (Indonesia),3.32,117.57,6,96509,3.32,117.57,20191119000000,1011.1,0.17,2.0,1011.0,,0.0,26.8,24.7,10000.0,2.0,1.0,1.0,3.0,3.0,4.0,1.0,3.0,1.0,,,,,5.0,,,,,25.0,,,,,,,,,,,,,,,,,,
25,96525,Tanjung Selor (Indonesia),2.83,117.37,50,96525,2.83,117.37,20191119000000,1010.8,0.13,2.0,1010.0,,0.0,26.9,24.8,6000.0,5.0,2.0,1.0,5.0,3.0,4.0,1.0,7.0,1.0,,,,,0.0,,,,,24.3,,,,,,,,,,,,,,,,,,
26,96529,Tanjung Redep / Berau (Indonesia),2.15,117.43,26,96529,2.15,117.43,20191119000000,1012.2,0.16,1.0,1012.0,,0.0,27.8,25.7,4500.0,2.0,1.0,1.0,2.0,2.0,4.0,1.0,0.0,1.0,,,,,0.0,,,,,22.8,,,,,,,,,,,,,,,,,,
27,96535,Paloh (Indonesia),1.76,109.3,15,96535,1.76,109.3,20191119000000,1012.0,0.12,1.0,1012.0,90.0,1.5,25.0,24.0,10000.0,2.0,1.0,1.0,6.0,2.0,4.0,1.0,3.0,1.0,,,,,28.0,,,,,23.3,,,,,,,,,,,,,,,,,,
28,96557,Nangapinoh (Indonesia),-0.34,111.74,37,96557,-0.34,111.74,20191119000000,1012.6,,,1012.0,110.0,1.0,23.6,23.6,2000.0,10.0,2.0,2.0,8.0,5.0,4.0,3.0,2.0,,,,,,66.0,,,,,23.3,,,,,,,,,,,,,,,,,,
29,96559,Sintang (Indonesia),0.06,111.47,30,96559,0.06,111.47,20191119000000,1011.9,0.22,2.0,1011.0,140.0,2.1,24.8,24.8,5000.0,10.0,2.0,2.0,8.0,5.0,4.0,1.0,2.0,0.0,,,,,83.0,,,,,23.5,,,,,,,,,,,,,,,,,,
30,96565,Putusibau (Indonesia),0.83,112.93,34,96565,0.83,112.93,20191119000000,1013.4,0.19,2.0,1013.0,180.0,1.5,24.4,23.0,6000.0,2.0,1.0,1.0,6.0,4.0,4.0,2.0,3.0,1.0,,,,,8.0,,,,,22.3,,,,,,,,,,,,,,,,,,
31,96581,Pontianak / Supadio (Indonesia),-0.14,109.4,3,96581,-0.14,109.4,20191119000000,1011.3,0.18,2.0,1011.0,50.0,1.5,23.8,23.5,800.0,44.0,4.0,2.0,8.0,6.0,2.0,7.0,7.0,,,,,,9.0,,,,,23.4,,,,,,,,,,,,,,,,,,
32,96595,Muaratewe / Beringin (Indonesia),-0.94,114.89,60,96595,-0.94,114.89,20191119000000,1011.7,0.25,0.0,1011.0,220.0,1.5,26.2,24.2,4000.0,5.0,2.0,2.0,7.0,6.0,4.0,5.0,3.0,2.0,,,,,0.0,,,,,24.8,,,,,,,,,,,,,,,,,,
33,96607,Samarinda / Temindung (Indonesia),-0.48,117.15,230,96607,-0.48,117.15,20191119000000,1011.7,,,1011.0,250.0,2.1,28.8,24.4,8000.0,28.0,4.0,2.0,6.0,4.0,4.0,2.0,2.0,1.0,,,,,0.0,,,,,25.6,,,,,,,,,,,,,,,,,,
34,96615,Ketapang / Rahadi Usmaman (Indonesia),-1.81,109.96,9,96615,-1.81,109.96,20191119000000,1012.2,0.24,3.0,1012.0,80.0,2.6,24.0,23.4,8000.0,2.0,1.0,1.0,7.0,4.0,4.0,2.0,3.0,1.0,,,,,35.0,,,,,22.4,,,,,,,,,,,,,,,,,,
35,96633,Balikpapan / Sepinggan (Indonesia),-1.26,116.89,3,96633,-1.26,116.89,20191119000000,1010.8,0.22,2.0,1010.0,340.0,1.0,27.5,26.0,6000.0,5.0,2.0,2.0,7.0,3.0,5.0,9.0,7.0,1.0,,,,,0.0,,,,,25.1,,,,,,,,,,,,,,,,,,
36,96645,Pangkalan Bun/Iskandar (Indonesia),-2.7,111.66,25,96645,-2.7,111.66,20191119000000,1011.9,0.25,2.0,1011.0,,0.0,23.4,22.7,7000.0,2.0,1.0,1.0,7.0,4.0,4.0,5.0,2.0,1.0,,,,,81.0,,,,,22.4,,,,,,,,,,,,,,,,,,
37,96655,Palangka Raya/Tjilik Riwut (Indonesia),-2.22,113.94,27,96655,-2.22,113.94,20191119000000,1013.6,0.23,2.0,1013.0,280.0,1.5,25.9,23.4,8000.0,2.0,1.0,1.0,6.0,5.0,4.0,5.0,1.0,1.0,,,,,0.0,,,,,23.9,,,,,,,,,,,,,,,,,,
38,96685,Banjarmasin / Syamsuddin Noor (Indonesia),-3.43,114.75,20,96685,-3.43,114.75,20191119000000,1011.6,0.25,2.0,1011.0,50.0,1.5,25.8,22.7,6000.0,2.0,1.0,1.0,7.0,4.0,4.0,5.0,1.0,1.0,,,,,0.0,,,,,25.4,,,,,,,,,,,,,,,,,,
39,96695,Kotabaru (Indonesia),-3.29,116.16,18,96695,-3.29,116.16,20191119000000,1011.1,,,1011.0,,0.0,27.4,24.9,7000.0,2.0,1.0,1.0,7.0,4.0,4.0,2.0,2.0,1.0,,,,,0.0,,,,,25.8,,,,,,,,,,,,,,,,,,
40,96737,Serang (Indonesia),-6.11,106.13,40,96737,-6.11,106.13,20191119000000,1009.5,0.12,2.0,1009.0,170.0,1.5,27.2,23.3,7000.0,2.0,1.0,1.0,3.0,1.0,4.0,5.0,2.0,1.0,,,,,0.0,,,,,24.2,,,,,,,,,,,,,,,,,,
41,96739,Curug / Budiarto (Indonesia),-6.29,106.56,46,96739,-6.29,106.56,20191119000000,1011.5,0.12,2.0,1011.0,200.0,2.6,25.7,23.3,4000.0,5.0,1.0,1.0,3.0,0.0,9.0,0.0,1.0,1.0,,,,,0.0,,,,,23.4,,,,,,,,,,,,,,,,,,
42,96741,Jakarta / Tanjung Priok (Indonesia),-6.09,106.86,2,96741,-6.09,106.86,20191119000000,1010.7,0.12,2.0,1010.0,,0.0,27.8,23.8,8000.0,2.0,1.0,1.0,5.0,1.0,5.0,5.0,7.0,1.0,,,,,0.0,,,,,27.4,,,,,,,,,,,,,,,,,,
43,96745,Jakarta / Observatory (Indonesia),-6.18,106.83,8,96745,-6.18,106.83,20191119000000,1010.9,0.12,3.0,1010.0,120.0,2.1,28.6,24.2,6000.0,5.0,1.0,1.0,3.0,1.0,5.0,5.0,1.0,1.0,,,,,0.0,,,,,27.2,,,,,,,,,,,,,,,,,,
44,96749,Jakarta / Soekarno-Hatta (Indonesia),-6.12,106.65,8,96749,-6.12,106.65,20191119000000,1011.1,0.13,3.0,1011.0,190.0,2.6,27.4,23.4,7000.0,2.0,1.0,1.0,5.0,2.0,5.0,4.0,2.0,1.0,,,,,0.0,,,,,25.0,,,,,,,,,,,,,,,,,,
45,96751,Citeko / Puncak (Indonesia),-6.69,106.93,920,96751,-6.69,106.93,20191119000000,1010.1,0.14,3.0,1010.0,,0.0,20.1,18.5,8000.0,2.0,1.0,1.0,3.0,2.0,5.0,4.0,1.0,1.0,,,,,0.0,,,,,18.6,,,,,,,,,,,,,,,,,,
46,96781,Bandung / Husein (Indonesia),-6.9,107.57,740,96781,-6.9,107.57,20191119000000,1016.1,0.14,2.0,1016.0,,0.0,22.0,18.2,2500.0,5.0,0.0,0.0,1.0,0.0,9.0,0.0,0.0,1.0,,,,,0.0,,,,,19.2,,,,,,,,,,,,,,,,,,
47,96791,Jatiwangi (Indonesia),-6.75,108.26,50,96791,-6.75,108.26,20191119000000,1010.9,0.11,3.0,1010.0,180.0,1.0,26.8,22.8,10000.0,2.0,1.0,1.0,3.0,1.0,5.0,5.0,0.0,1.0,,,,,0.0,,,,,25.7,,,,,,,,,,,,,,,,,,
48,96797,Tegal (Indonesia),-6.86,109.12,10,96797,-6.86,109.12,20191119000000,1010.9,0.12,2.0,1010.0,200.0,2.1,27.2,20.7,10000.0,2.0,1.0,1.0,3.0,1.0,5.0,2.0,0.0,1.0,,,,,0.0,,,,,25.3,,,,,,,,,,,,,,,,,,
49,96805,Cilacap (Indonesia),-7.64,109.05,6,96805,-7.64,109.05,20191119000000,1011.9,0.11,2.0,1011.0,,0.0,26.6,23.3,10000.0,2.0,1.0,1.0,3.0,1.0,5.0,2.0,1.0,1.0,,,,,0.0,,,,,25.0,,,,,,,,,,,,,,,,,,
50,96837,Semarang (Indonesia),-6.96,110.41,3,96837,-6.96,110.41,20191119000000,1010.8,0.16,2.0,1010.0,150.0,1.0,28.8,22.6,9000.0,5.0,2.0,1.0,6.0,2.0,5.0,9.0,2.0,1.0,,,,,0.0,,,,,26.6,,,,,,,,,,,,,,,,,,
51,96839,Semarang / Ahmadyani (Indonesia),-6.97,110.37,3,96839,-6.97,110.37,20191119000000,1010.9,0.15,2.0,1010.0,140.0,1.5,29.4,22.1,5000.0,5.0,2.0,2.0,6.0,2.0,4.0,2.0,3.0,1.0,,,,,0.0,,,,,27.0,,,,,,,,,,,,,,,,,,
52,96925,Sangkapura Bawean Island  (Indonesia),-5.85,112.65,3,96925,-5.85,112.65,20191119000000,1011.1,0.21,2.0,1011.0,140.0,1.5,28.9,24.7,10000.0,2.0,1.0,1.0,5.0,3.0,4.0,2.0,3.0,2.0,,,,,0.0,,,,,25.6,,,,,,,,,,,,,,,,,,
53,96933,Surabaya / Perak (Indonesia),-7.21,112.71,3,96933,-7.21,112.71,20191119000000,1011.5,0.2,3.0,1011.0,320.0,1.0,29.5,23.5,10000.0,2.0,1.0,1.0,5.0,2.0,5.0,1.0,3.0,1.0,,,,,0.0,,,,,27.6,,,,,,,,,,,,,,,,,,
54,96935,Surabaya / Juanda (Indonesia),-7.37,112.79,3,96935,-7.37,112.79,20191119000000,1011.5,0.19,2.0,1011.0,270.0,1.5,28.1,23.4,5000.0,5.0,2.0,1.0,6.0,1.0,5.0,1.0,3.0,1.0,,,,,0.0,,,,,25.5,,,,,,,,,,,,,,,,,,
55,96937,Surabaya/Perak Ii (Indonesia),-7.21,112.71,3,96937,-7.21,112.71,20191119000000,1011.2,0.17,3.0,1011.0,290.0,0.5,28.5,23.7,9000.0,2.0,1.0,1.0,5.0,2.0,5.0,1.0,1.0,1.0,,,,,0.0,,,,,27.2,,,,,,,,,,,,,,,,,,
56,96973,Kalianget Madura Island  (Indonesia),-7.05,113.96,3,96973,-7.05,113.96,20191119000000,1011.1,0.16,3.0,1011.0,,0.0,28.8,25.0,10000.0,2.0,1.0,1.0,3.0,2.0,5.0,1.0,3.0,1.0,,,,,0.0,,,,,26.8,,,,,,,,,,,,,,,,,,
57,96987,Banyuwangi (Indonesia),-8.21,114.38,5,96987,-8.21,114.38,20191119000000,1010.7,0.13,2.0,1010.0,,0.0,28.0,24.2,9000.0,2.0,1.0,1.0,6.0,4.0,4.0,5.0,3.0,1.0,,,,,0.0,,,,,26.0,,,,,,,,,,,,,,,,,,
58,97008,Tahuna (Indonesia),3.68,125.52,38,97008,3.68,125.52,20191119000000,1009.9,0.1,2.0,1009.0,,0.0,30.0,23.9,9000.0,2.0,1.0,1.0,1.0,1.0,5.0,1.0,0.0,0.0,,,,,0.0,,,,,22.4,,,,,,,,,,,,,,,,,,
59,97014,Menado / Dr. Sam Ratulangi (Indonesia),1.54,124.92,80,97014,1.54,124.92,20191119000000,1010.4,0.06,2.0,1010.0,30.0,1.0,30.0,23.4,10000.0,2.0,1.0,1.0,4.0,2.0,5.0,4.0,1.0,1.0,,,,,0.0,,,,,21.6,,,,,,,,,,,,,,,,,,
60,97016,Bitung (Indonesia),1.43,125.18,3,97016,1.43,125.18,20191119000000,1010.5,0.1,2.0,1010.0,,0.0,29.8,25.0,15000.0,2.0,1.0,1.0,3.0,2.0,4.0,1.0,3.0,1.0,,,,,0.0,,,,,24.4,,,,,,,,,,,,,,,,,,
61,97028,Toli-Toli / Lalos (Indonesia),1.12,120.79,2,97028,1.12,120.79,20191119000000,1010.6,0.17,2.0,1010.0,300.0,1.5,28.8,24.4,13000.0,2.0,1.0,1.0,5.0,3.0,5.0,5.0,2.0,1.0,,,,,0.6,,,,,23.4,,,,,,,,,,,,,,,,,,
62,97048,Gorontalo / Jalaluddin (Indonesia),0.63,122.85,2,97048,0.63,122.85,20191119000000,1008.8,0.07,2.0,1008.0,,0.0,27.8,22.8,10000.0,2.0,1.0,1.0,6.0,4.0,4.0,2.0,3.0,1.0,,,,,0.0,,,,,25.4,,,,,,,,,,,,,,,,,,
63,97072,Palu / Mutiara (Indonesia),-0.91,119.9,6,97072,-0.91,119.9,20191119000000,1012.6,0.16,1.0,1012.0,,0.0,27.6,22.5,10000.0,2.0,1.0,1.0,3.0,2.0,4.0,2.0,1.0,1.0,,,,,0.0,,,,,25.0,,,,,,,,,,,,,,,,,,
64,97086,Luwuk / Bubung (Indonesia),-1.04,122.77,2,97086,-1.04,122.77,20191119000000,1010.9,0.13,1.0,1010.0,140.0,1.0,30.4,24.0,10000.0,2.0,1.0,1.0,3.0,2.0,5.0,2.0,7.0,1.0,,,,,0.0,,,,,24.1,,,,,,,,,,,,,,,,,,
65,97096,Poso / Kasiguncu (Indonesia),-1.42,120.65,2,97096,-1.42,120.65,20191119000000,1006.0,-0.27,7.0,1006.0,20.0,4.1,32.6,24.6,9000.0,2.0,1.0,1.0,3.0,2.0,4.0,2.0,2.0,1.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,
66,97120,Majene (Indonesia),-2.5,119.0,8,97120,-2.5,119.0,20191119000000,1011.5,0.21,2.0,1011.0,,0.0,29.4,24.8,12000.0,2.0,1.0,1.0,6.0,3.0,4.0,2.0,3.0,1.0,,,,,0.0,,,,,25.8,,,,,,,,,,,,,,,,,,
67,97126,Masamba (Indonesia),-2.55,120.32,50,97126,-2.55,120.32,20191119000000,1011.2,0.15,1.0,1011.0,10.0,1.0,26.8,24.4,9000.0,2.0,1.0,1.0,6.0,2.0,4.0,5.0,2.0,1.0,,,,,4.0,,,,,23.6,,,,,,,,,,,,,,,,,,
68,97142,Kolaka / Poma (Indonesia),-4.18,121.61,3,97142,-4.18,121.61,20191119000000,1010.8,,,1010.0,50.0,1.5,30.0,23.0,10000.0,2.0,1.0,1.0,2.0,1.0,4.0,2.0,3.0,1.0,,,,,0.0,,,,,24.0,,,,,,,,,,,,,,,,,,
69,97146,Kendari / Woltermon-Ginsidi (Indonesia),-4.08,122.41,50,97146,-4.08,122.41,20191119000000,1012.7,,,1012.0,240.0,2.6,28.0,24.2,10000.0,2.0,1.0,1.0,2.0,2.0,4.0,5.0,1.0,1.0,,,,,0.0,,,,,21.2,,,,,,,,,,,,,,,,,,
70,97180,Ujung Pandang / Hasanuddin (Indonesia),-5.07,119.54,14,97180,-5.07,119.54,20191119000000,1011.4,0.23,2.0,1011.0,140.0,1.5,28.8,22.3,10000.0,2.0,1.0,1.0,4.0,2.0,5.0,2.0,3.0,1.0,,,,,0.0,,,,,24.0,,,,,,,,,,,,,,,,,,
71,97182,Ujang Pandang (Indonesia),-5.06,119.55,14,97182,-5.06,119.55,20191119000000,1011.1,0.23,1.0,1011.0,110.0,1.5,29.7,23.3,16000.0,2.0,1.0,1.0,3.0,2.0,5.0,1.0,1.0,9.0,,,,,0.0,,,,,26.6,,,,,,,,,,,,,,,,,,
72,97192,Bau-Bau / Beto Ambiri (Indonesia),-5.48,122.56,2,97192,-5.48,122.56,20191119000000,1013.3,0.1,1.0,1013.0,140.0,3.1,30.6,21.5,10000.0,2.0,1.0,1.0,1.0,1.0,4.0,5.0,0.0,0.0,,,,,0.0,,,,,24.0,,,,,,,,,,,,,,,,,,
73,97230,Denpasar / Ngurah-Rai (Indonesia),-8.74,115.16,1,97230,-8.74,115.16,20191119000000,1011.7,0.16,2.0,1011.0,110.0,1.5,28.7,23.9,10000.0,2.0,1.0,1.0,4.0,3.0,4.0,2.0,0.0,1.0,,,,,0.0,,,,,25.6,,,,,,,,,,,,,,,,,,
74,97240,Ampenan / Selaparang (Indonesia),-8.56,116.09,3,97240,-8.56,116.09,20191119000000,1012.5,0.18,2.0,1012.0,,0.0,29.0,23.9,7000.0,2.0,1.0,1.0,5.0,2.0,4.0,1.0,2.0,1.0,,,,,0.0,,,,,24.2,,,,,,,,,,,,,,,,,,
75,97260,Sumbawa Besar / Sumbawa Besar (Indonesia),-8.48,117.41,3,97260,-8.48,117.41,20191119000000,1010.4,0.14,3.0,1010.0,150.0,2.6,30.1,23.1,8000.0,2.0,1.0,1.0,1.0,0.0,9.0,0.0,0.0,1.0,,,,,0.0,,,,,25.0,,,,,,,,,,,,,,,,,,
76,97270,Bima (Indonesia),-8.54,118.69,2,97270,-8.54,118.69,20191119000000,1011.6,0.17,2.0,1011.0,170.0,3.6,29.6,23.9,10000.0,2.0,1.0,1.0,2.0,1.0,4.0,1.0,0.0,1.0,,,,,0.0,,,,,24.4,,,,,,,,,,,,,,,,,,
77,97284,Ruteng / Satartacik (Indonesia),-8.59,120.47,1170,97284,-8.59,120.47,20191119000000,1011.5,,,1011.0,10.0,1.5,21.8,16.6,16000.0,2.0,1.0,1.0,1.0,1.0,4.0,1.0,0.0,1.0,,,,,47.0,,,,,14.6,,,,,,,,,,,,,,,,,,
78,97300,Maumere / Wai Oti (Indonesia),-8.63,122.23,3,97300,-8.63,122.23,20191119000000,1011.8,0.1,1.0,1011.0,210.0,2.6,31.0,21.7,10000.0,2.0,1.0,1.0,2.0,2.0,4.0,1.0,0.0,0.0,,,,,0.0,,,,,18.2,,,,,,,,,,,,,,,,,,
79,97310,Larantuka (Indonesia),-8.27,123.0,9,97310,-8.27,123.0,20191119000000,1010.8,0.1,2.0,1010.0,130.0,2.6,31.4,23.9,15000.0,2.0,1.0,1.0,1.0,1.0,5.0,1.0,0.0,1.0,,,,,0.0,,,,,24.8,,,,,,,,,,,,,,,,,,
80,97320,Alor / Mali (Indonesia),-8.13,124.59,12,97320,-8.13,124.59,20191119000000,1011.5,0.12,0.0,1011.0,120.0,2.6,30.4,24.4,14000.0,2.0,1.0,1.0,3.0,1.0,5.0,1.0,0.0,1.0,,,,,0.0,,,,,24.4,,,,,,,,,,,,,,,,,,
81,97340,Waingapu / Mau Hau (Indonesia),-9.66,120.29,12,97340,-9.66,120.29,20191119000000,1011.9,0.16,1.0,1011.0,240.0,1.5,27.6,22.0,10000.0,2.0,1.0,1.0,1.0,1.0,5.0,1.0,0.0,1.0,,,,,0.0,,,,,24.4,,,,,,,,,,,,,,,,,,
82,97372,Kupang / El Tari (Indonesia),-10.17,123.67,108,97372,-10.17,123.67,20191119000000,1012.3,0.18,2.0,1012.0,320.0,1.5,28.8,21.5,9000.0,2.0,1.0,1.0,1.0,1.0,5.0,1.0,0.0,1.0,,,,,0.0,,,,,23.6,,,,,,,,,,,,,,,,,,
83,97378,Rote / Baa (Indonesia),-10.76,123.07,1,97378,-10.76,123.07,20191119000000,1016.7,0.12,1.0,1016.0,100.0,1.5,30.6,19.2,10000.0,2.0,1.0,1.0,1.0,1.0,5.0,1.0,0.0,1.0,,,,,0.0,,,,,23.6,,,,,,,,,,,,,,,,,,
84,97380,Sabu / Tardamu (Indonesia),-10.49,121.84,26,97380,-10.49,121.84,20191119000000,1011.3,0.15,1.0,1011.0,70.0,2.6,30.2,23.8,14000.0,2.0,1.0,1.0,1.0,1.0,4.0,1.0,0.0,1.0,,,,,0.0,,,,,24.3,,,,,,,,,,,,,,,,,,
