,Station Number,Station Name,latitude,longitude,Elevation,#id,lat,lon,date,mslp,tend,ctend,QNH,dd,ff,t,td,vv,ww,w1,w2,n,nbas,hbas,cl,cm,ch,rr1,rr3,rr6,rr12,rr24,tmin10,rayg01,tn12,tx12,tn24,tx24,n1,n1type,n1h,n2,n2type,n2h,n3,n3type,n3h,n4,n4type,n4h,htsnow,frsnow,rr_per,tmer,Unnamed: 49
85,97406,Galela / Gamarmalamu (Indonesia),1.83,127.78,8,97406,1.83,127.78,20191119000000,1009.9,0.13,2.0,1009.0,220.0,3.6,28.6,24.2,10000.0,2.0,1.0,1.0,2.0,1.0,4.0,1.0,0.0,1.0,,,,,0.0,,,,,22.0,,,,,,,,,,,,,,,,,,
86,97430,Ternate / Babullah (Indonesia),0.82,127.38,23,97430,0.82,127.38,20191119000000,1011.5,0.13,3.0,1011.0,80.0,2.1,29.0,25.0,10000.0,2.0,1.0,1.0,3.0,2.0,4.0,2.0,3.0,1.0,,,,,0.0,,,,,25.0,,,,,,,,,,,,,,,,,,
87,97460,Labuha/Oesman Sadik (Indonesia),-0.64,127.49,3,97460,-0.64,127.49,20191119000000,1010.4,0.14,1.0,1010.0,270.0,1.0,28.8,23.5,10000.0,2.0,1.0,1.0,3.0,1.0,4.0,2.0,2.0,2.0,,,,,0.0,,,,,22.8,,,,,,,,,,,,,,,,,,
88,97502,Deo Sorong (Indonesia),-0.89,131.28,3,97502,-0.89,131.28,20191119000000,1009.8,0.1,2.0,1009.0,190.0,2.6,29.4,25.5,9000.0,2.0,1.0,1.0,4.0,3.0,4.0,1.0,3.0,1.0,,,,,0.0,,,,,24.8,,,,,,,,,,,,,,,,,,
89,97530,Manokwari / Rendani (Indonesia),-0.89,134.05,3,97530,-0.89,134.05,20191119000000,1009.3,0.13,0.0,1009.0,160.0,3.6,31.2,24.3,10000.0,2.0,1.0,1.0,5.0,2.0,4.0,1.0,3.0,2.0,,,,,0.0,,,,,25.5,,,,,,,,,,,,,,,,,,
90,97560,Biak / Mokmer (Indonesia),-1.18,136.1,11,97560,-1.18,136.1,20191119000000,1010.2,0.18,2.0,1010.0,220.0,1.0,29.6,25.4,10000.0,2.0,1.0,1.0,6.0,3.0,4.0,2.0,3.0,5.0,,,,,1.0,,,,,24.4,,,,,,,,,,,,,,,,,,
91,97570,Serui / Yendosa (Indonesia),-1.87,136.24,3,97570,-1.87,136.24,20191119000000,1008.6,0.05,1.0,1008.0,230.0,3.1,29.0,24.1,10000.0,2.0,6.0,2.0,7.0,3.0,4.0,8.0,2.0,1.0,,,,,3.0,,,,,23.0,,,,,,,,,,,,,,,,,,
92,97580,Sarmi (Indonesia),-1.87,138.75,3,97580,-1.87,138.75,20191119000000,1010.0,0.06,0.0,1010.0,,0.0,30.0,25.3,11000.0,2.0,1.0,1.0,5.0,1.0,4.0,8.0,3.0,4.0,,,,,0.2,,,,,23.8,,,,,,,,,,,,,,,,,,
93,97600,Sanana (Indonesia),-2.09,125.96,2,97600,-2.09,125.96,20191119000000,1010.4,0.11,2.0,1010.0,90.0,1.0,31.4,23.9,10000.0,2.0,1.0,1.0,4.0,2.0,4.0,2.0,3.0,1.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,
94,97630,Fak-Fak / Torea (Indonesia),-2.91,132.26,130,97630,-2.91,132.26,20191119000000,1012.0,0.12,1.0,1012.0,200.0,2.6,28.5,24.3,10000.0,2.0,1.0,1.0,5.0,3.0,4.0,9.0,3.0,2.0,,,,,0.0,,,,,23.1,,,,,,,,,,,,,,,,,,
95,97682,Nabire (Indonesia),-3.36,135.49,3,97682,-3.36,135.49,20191119000000,1009.3,0.15,0.0,1009.0,10.0,1.0,28.0,24.6,8000.0,2.0,1.0,1.0,5.0,3.0,4.0,2.0,3.0,1.0,,,,,0.0,,,,,24.6,,,,,,,,,,,,,,,,,,
96,97690,Jayapura / Sentani (Indonesia),-2.57,140.51,99,97690,-2.57,140.51,20191119000000,1009.8,0.12,1.0,1009.0,160.0,1.5,28.6,24.4,10000.0,2.0,1.0,1.0,6.0,2.0,4.0,8.0,3.0,8.0,,,,,1.0,,,,,24.1,,,,,,,,,,,,,,,,,,
97,97698,Jayapura (Indonesia),-2.36,140.71,3,97698,-2.36,140.71,20191119000000,1010.5,0.09,1.0,1010.0,120.0,2.1,28.2,25.9,10000.0,2.0,1.0,1.0,8.0,2.0,4.0,9.0,2.0,2.0,,,,,0.2,,,,,26.6,,,,,,,,,,,,,,,,,,
98,97700,Namlea (Indonesia),-3.23,127.09,20,97700,-3.23,127.09,20191119000000,1008.9,0.1,0.0,1008.0,20.0,17.0,29.4,23.9,10000.0,2.0,1.0,1.0,3.0,2.0,4.0,2.0,3.0,2.0,,,,,0.0,,,,,24.0,,,,,,,,,,,,,,,,,,
99,97722,Amahai (Indonesia),-3.34,128.92,10,97722,-3.34,128.92,20191119000000,1010.7,0.16,1.0,1010.0,50.0,2.1,28.6,26.0,11000.0,2.0,6.0,2.0,6.0,4.0,4.0,8.0,7.0,2.0,,,,,0.4,,,,,24.2,,,,,,,,,,,,,,,,,,
100,97724,Ambon / Pattimura (Indonesia),-3.7,128.08,12,97724,-3.7,128.08,20191119000000,1010.4,0.08,2.0,1010.0,140.0,1.5,29.8,23.9,10000.0,2.0,1.0,1.0,5.0,4.0,4.0,8.0,7.0,1.0,,,,,0.0,,,,,22.8,,,,,,,,,,,,,,,,,,
101,97748,Geser (Indonesia),-3.79,130.83,3,97748,-3.79,130.83,20191119000000,1010.7,0.17,3.0,1010.0,,0.0,29.8,24.9,7000.0,5.0,2.0,2.0,5.0,2.0,4.0,2.0,3.0,2.0,,,,,0.0,,,,,26.4,,,,,,,,,,,,,,,,,,
102,97760,Kaimana / Utarom (Indonesia),-3.64,133.69,3,97760,-3.64,133.69,20191119000000,1010.1,0.12,2.0,1010.0,170.0,2.6,30.6,23.0,10000.0,2.0,1.0,1.0,4.0,2.0,4.0,2.0,3.0,2.0,,,,,0.0,,,,,25.1,,,,,,,,,,,,,,,,,,
103,97780,Enarotali (Indonesia),-3.92,136.37,1770,97780,-3.92,136.37,20191119000000,1009.8,0.04,0.0,1009.0,,0.0,16.8,13.5,10000.0,2.0,1.0,1.0,3.0,3.0,3.0,5.0,3.0,1.0,,,,,0.0,,,,,14.0,,,,,,,,,,,,,,,,,,
104,97790,Neira (Indonesia),-4.52,129.9,4,97790,-4.52,129.9,20191119000000,1010.5,0.15,2.0,1010.0,50.0,1.0,30.8,24.3,12000.0,2.0,1.0,1.0,1.0,1.0,5.0,1.0,0.0,0.0,,,,,0.0,,,,,23.8,,,,,,,,,,,,,,,,,,
105,97796,Timika (Indonesia),-4.52,136.88,3,97796,-4.52,136.88,20191119000000,1011.8,0.09,0.0,1011.0,150.0,2.1,29.2,25.4,8000.0,2.0,1.0,1.0,5.0,4.0,4.0,2.0,3.0,2.0,,,,,0.0,,,,,25.0,,,,,,,,,,,,,,,,,,
106,97810,Tual / Dumatubun (Indonesia),-5.66,132.73,12,97810,-5.66,132.73,20191119000000,1010.6,0.12,2.0,1010.0,130.0,3.1,30.6,25.2,10000.0,2.0,1.0,1.0,7.0,4.0,4.0,8.0,3.0,2.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,
107,97876,Tanah Merah / Tanah Merah (Indonesia),-6.09,140.3,16,97876,-6.09,140.3,20191119000000,1010.6,0.03,0.0,1010.0,60.0,2.6,29.4,24.3,10000.0,2.0,1.0,1.0,7.0,6.0,3.0,5.0,3.0,2.0,,,,,0.0,,,,,23.3,,,,,,,,,,,,,,,,,,
108,97900,Saumlaki (Indonesia),-7.98,131.3,24,97900,-7.98,131.3,20191119000000,1011.0,0.19,1.0,1011.0,110.0,6.2,30.1,24.2,15000.0,2.0,1.0,1.0,4.0,4.0,5.0,2.0,0.0,0.0,,,,,0.0,,,,,25.8,,,,,,,,,,,,,,,,,,
109,97980,Merauke / Mopah (Indonesia),-8.51,140.41,3,97980,-8.51,140.41,20191119000000,1009.7,0.04,2.0,1009.0,100.0,2.6,30.7,21.7,10000.0,2.0,1.0,1.0,4.0,2.0,4.0,1.0,0.0,1.0,,,,,0.0,,,,,23.6,,,,,,,,,,,,,,,,,,
