,Station Number,Station Name,latitude,longitude,Elevation,#id,lat,lon,date,mslp,tend,ctend,QNH,dd,ff,t,td,vv,ww,w1,w2,n,nbas,hbas,cl,cm,ch,rr1,rr3,rr6,rr12,rr24,tmin10,rayg01,tn12,tx12,tn24,tx24,n1,n1type,n1h,n2,n2type,n2h,n3,n3type,n3h,n4,n4type,n4h,htsnow,frsnow,rr_per,tmer,Unnamed: 49
58,97008,Tahuna (Indonesia),3.68,125.52,38,97008,3.68,125.52,20191119030000,1008.9,-0.1,8.0,1008.0,60.0,2.6,32.0,23.9,9000.0,2.0,1.0,1.0,2.0,2.0,4.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,97014,Menado / Dr. Sam Ratulangi (Indonesia),1.54,124.92,80,97014,1.54,124.92,20191119030000,1009.0,-0.14,8.0,1009.0,330.0,1.5,31.1,22.7,10000.0,2.0,1.0,1.0,5.0,3.0,5.0,8.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,97016,Bitung (Indonesia),1.43,125.18,3,97016,1.43,125.18,20191119030000,1009.2,-0.13,8.0,1009.0,210.0,2.1,33.1,22.8,14000.0,2.0,1.0,1.0,5.0,4.0,4.0,9.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,97028,Toli-Toli / Lalos (Indonesia),1.12,120.79,2,97028,1.12,120.79,20191119030000,1008.9,-0.17,7.0,1008.0,310.0,3.1,31.2,24.9,13000.0,2.0,1.0,1.0,5.0,3.0,5.0,5.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,97048,Gorontalo / Jalaluddin (Indonesia),0.63,122.85,2,97048,0.63,122.85,20191119030000,1007.4,-0.14,8.0,1007.0,250.0,2.1,32.8,23.0,10000.0,2.0,1.0,1.0,5.0,4.0,4.0,2.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,97072,Palu / Mutiara (Indonesia),-0.91,119.9,6,97072,-0.91,119.9,20191119030000,1010.1,-0.25,6.0,1010.0,300.0,2.6,34.0,21.4,10000.0,2.0,1.0,1.0,4.0,3.0,5.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,97086,Luwuk / Bubung (Indonesia),-1.04,122.77,2,97086,-1.04,122.77,20191119030000,1009.4,-0.15,6.0,1009.0,180.0,1.5,31.2,24.6,10000.0,2.0,1.0,1.0,3.0,2.0,5.0,2.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,97096,Poso / Kasiguncu (Indonesia),-1.42,120.65,2,97096,-1.42,120.65,20191119030000,1008.7,-0.21,7.0,1008.0,10.0,4.6,32.6,24.3,9000.0,2.0,1.0,1.0,3.0,2.0,4.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,97120,Majene (Indonesia),-2.5,119.0,8,97120,-2.5,119.0,20191119030000,1010.7,-0.08,8.0,1010.0,260.0,1.5,29.8,24.3,11000.0,62.0,6.0,2.0,7.0,4.0,4.0,8.0,7.0,1.0,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,
67,97126,Masamba (Indonesia),-2.55,120.32,50,97126,-2.55,120.32,20191119030000,1005.0,,,1005.0,160.0,2.1,32.0,23.7,9000.0,2.0,1.0,1.0,3.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,97142,Kolaka / Poma (Indonesia),-4.18,121.61,3,97142,-4.18,121.61,20191119030000,1009.3,-0.15,6.0,1009.0,230.0,5.1,34.2,18.5,10000.0,2.0,1.0,1.0,2.0,1.0,4.0,2.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,97146,Kendari / Woltermon-Ginsidi (Indonesia),-4.08,122.41,50,97146,-4.08,122.41,20191119030000,1010.6,-0.21,8.0,1010.0,30.0,4.1,23.8,20.3,10000.0,2.0,1.0,1.0,5.0,5.0,4.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,97180,Ujung Pandang / Hasanuddin (Indonesia),-5.07,119.54,14,97180,-5.07,119.54,20191119030000,1009.6,-0.18,7.0,1009.0,260.0,2.6,33.6,22.6,10000.0,2.0,1.0,1.0,4.0,2.0,4.0,2.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,97182,Ujang Pandang (Indonesia),-5.06,119.55,14,97182,-5.06,119.55,20191119030000,1009.6,-0.15,8.0,1009.0,280.0,2.6,32.5,24.7,16000.0,2.0,1.0,1.0,3.0,2.0,5.0,1.0,1.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,97192,Bau-Bau / Beto Ambiri (Indonesia),-5.48,122.56,2,97192,-5.48,122.56,20191119030000,1011.3,-0.2,8.0,1011.0,280.0,4.6,32.0,20.8,10000.0,2.0,1.0,1.0,1.0,1.0,4.0,5.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,97230,Denpasar / Ngurah-Rai (Indonesia),-8.74,115.16,1,97230,-8.74,115.16,20191119030000,1010.6,-0.11,8.0,1010.0,110.0,3.1,31.3,23.3,10000.0,2.0,1.0,1.0,5.0,2.0,4.0,2.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,97240,Ampenan / Selaparang (Indonesia),-8.56,116.09,3,97240,-8.56,116.09,20191119030000,1011.1,-0.14,7.0,1011.0,190.0,3.1,33.0,23.0,8000.0,2.0,1.0,1.0,5.0,4.0,4.0,1.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,97260,Sumbawa Besar / Sumbawa Besar (Indonesia),-8.48,117.41,3,97260,-8.48,117.41,20191119030000,1009.0,-0.14,8.0,1009.0,320.0,4.6,34.7,25.1,10000.0,2.0,1.0,1.0,3.0,3.0,5.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,97270,Bima (Indonesia),-8.54,118.69,2,97270,-8.54,118.69,20191119030000,1009.5,-0.21,7.0,1009.0,170.0,3.1,34.8,23.1,10000.0,2.0,1.0,1.0,2.0,2.0,4.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,97284,Ruteng / Satartacik (Indonesia),-8.59,120.47,1170,97284,-8.59,120.47,20191119030000,1010.5,-0.11,8.0,1010.0,40.0,2.6,25.0,19.4,16000.0,2.0,1.0,1.0,2.0,2.0,4.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,97300,Maumere / Wai Oti (Indonesia),-8.63,122.23,3,97300,-8.63,122.23,20191119030000,1010.5,-0.13,6.0,1010.0,340.0,3.1,34.4,19.9,10000.0,2.0,1.0,1.0,1.0,1.0,4.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,97310,Larantuka (Indonesia),-8.27,123.0,9,97310,-8.27,123.0,20191119030000,1009.7,-0.11,7.0,1009.0,100.0,4.1,33.0,22.9,15000.0,2.0,1.0,1.0,1.0,1.0,5.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,97320,Alor / Mali (Indonesia),-8.13,124.59,12,97320,-8.13,124.59,20191119030000,1010.4,-0.11,8.0,1010.0,70.0,4.6,32.4,24.4,14000.0,2.0,1.0,1.0,3.0,1.0,4.0,2.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,97340,Waingapu / Mau Hau (Indonesia),-9.66,120.29,12,97340,-9.66,120.29,20191119030000,1010.2,-0.17,6.0,1010.0,50.0,4.1,32.2,25.2,10000.0,2.0,1.0,1.0,4.0,1.0,5.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,97372,Kupang / El Tari (Indonesia),-10.17,123.67,108,97372,-10.17,123.67,20191119030000,1010.2,-0.21,7.0,1010.0,290.0,3.1,33.0,23.8,10000.0,2.0,1.0,1.0,1.0,1.0,4.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,97378,Rote / Baa (Indonesia),-10.76,123.07,1,97378,-10.76,123.07,20191119030000,1015.2,-0.15,6.0,1015.0,210.0,4.6,33.6,21.9,10000.0,2.0,1.0,1.0,1.0,1.0,5.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,97380,Sabu / Tardamu (Indonesia),-10.49,121.84,26,97380,-10.49,121.84,20191119030000,1010.1,-0.12,8.0,1010.0,280.0,2.6,32.2,24.8,14000.0,2.0,1.0,1.0,1.0,1.0,4.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,97406,Galela / Gamarmalamu (Indonesia),1.83,127.78,8,97406,1.83,127.78,20191119030000,1008.5,-0.14,8.0,1008.0,230.0,2.6,33.2,23.8,10000.0,2.0,1.0,1.0,3.0,2.0,4.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,97430,Ternate / Babullah (Indonesia),0.82,127.38,23,97430,0.82,127.38,20191119030000,1010.6,-0.09,8.0,1010.0,40.0,2.1,29.4,24.5,9000.0,2.0,1.0,1.0,5.0,4.0,4.0,2.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,97460,Labuha/Oesman Sadik (Indonesia),-0.64,127.49,3,97460,-0.64,127.49,20191119030000,1008.9,-0.15,7.0,1008.0,290.0,5.1,32.3,21.9,10000.0,2.0,1.0,1.0,3.0,1.0,4.0,2.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
